query_id,domain_id,is_relevant_domain,relevance_strength,dominant_intent_match
q-rf_3967_exodus-routing_hard_v3-0097,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0098,domain-02,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0098,domain-07,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0098,domain-03,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0098,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0099,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0099,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0099,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0099,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0100,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0100,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0100,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0100,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0101,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0101,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0101,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0101,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0102,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0102,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0102,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0102,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0103,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0103,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0103,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0103,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0104,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0104,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0104,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0104,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0105,domain-02,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0105,domain-07,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0105,domain-03,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0105,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0106,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0106,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0106,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0106,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0107,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0107,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0107,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0107,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0108,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0108,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0108,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0108,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0109,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0109,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0109,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0109,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0110,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0110,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0110,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0110,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0111,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0111,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0111,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0111,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0112,domain-02,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0112,domain-07,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0112,domain-03,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0112,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0113,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0113,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0113,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0113,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0114,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0114,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0114,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0114,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0115,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0115,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0115,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0115,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0116,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0116,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0116,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0116,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0117,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0117,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0117,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0117,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0118,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0118,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0118,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0118,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0119,domain-02,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0119,domain-07,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0119,domain-03,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0119,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0120,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0120,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0120,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0120,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0121,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0121,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0121,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0121,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0122,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0122,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0122,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0122,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0123,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0123,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0123,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0123,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0124,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0124,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0124,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0124,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0125,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0125,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0125,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0125,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0126,domain-02,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0126,domain-07,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0126,domain-03,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0126,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0127,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0127,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0127,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0127,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0128,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0128,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0128,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0128,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0129,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0129,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0129,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0129,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0130,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0130,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0130,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0130,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0131,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0131,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0131,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0131,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0132,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0132,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0132,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0132,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0133,domain-02,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0133,domain-07,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0133,domain-03,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0133,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0134,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0134,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0134,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0134,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0135,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0135,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0135,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0135,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0136,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0136,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0136,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0136,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0137,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0137,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0137,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0137,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0138,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0138,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0138,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0138,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0139,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0139,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0139,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0139,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0140,domain-02,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0140,domain-07,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0140,domain-03,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0140,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0141,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0141,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0141,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0141,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0142,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0142,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0142,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0142,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0143,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0143,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0143,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0143,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0144,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0144,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0144,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0144,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0145,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0145,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0145,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0145,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0146,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0146,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0146,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0146,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0147,domain-02,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0147,domain-07,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0147,domain-03,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0147,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0148,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0148,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0148,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0148,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0149,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0149,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0149,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0149,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0150,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0150,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0150,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0150,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0151,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0151,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0151,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0151,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0152,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0152,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0152,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0152,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0153,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0153,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0153,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0153,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0154,domain-02,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0154,domain-07,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0154,domain-03,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0154,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0155,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0155,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0155,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0155,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0156,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0156,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0156,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0156,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0157,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0157,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0157,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0157,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0158,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0158,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0158,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0158,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0159,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0159,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0159,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0159,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0160,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0160,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0160,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0160,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0161,domain-02,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0161,domain-07,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0161,domain-03,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0161,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0162,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0162,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0162,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0162,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0163,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0163,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0163,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0163,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0164,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0164,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0164,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0164,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0165,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0165,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0165,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0165,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0166,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0166,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0166,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0166,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0167,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0167,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0167,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0167,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0168,domain-02,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0168,domain-07,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0168,domain-03,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0168,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0169,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0169,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0169,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0169,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0170,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0170,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0170,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0170,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0171,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0171,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0171,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0171,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0172,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0172,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0172,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0172,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0173,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0173,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0173,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0173,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0174,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0174,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0174,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0174,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0175,domain-02,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0175,domain-07,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0175,domain-03,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0175,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0176,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0176,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0176,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0176,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0177,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0177,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0177,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0177,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0178,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0178,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0178,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0178,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0179,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0179,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0179,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0179,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0180,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0180,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0180,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0180,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0181,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0181,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0181,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0181,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0182,domain-02,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0182,domain-07,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0182,domain-03,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0182,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0183,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0183,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0183,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0183,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0184,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0184,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0184,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0184,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0185,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0185,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0185,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0185,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0186,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0186,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0186,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0186,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0187,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0187,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0187,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0187,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0188,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0188,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0188,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0188,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0189,domain-02,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0189,domain-07,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0189,domain-03,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0189,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0190,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0190,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0190,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0190,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0191,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0191,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0191,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0191,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0192,domain-05,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0192,domain-08,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0192,domain-01,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0192,domain-06,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0193,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0193,domain-06,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0193,domain-05,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0193,domain-08,0,weak,0
q-rf_3967_exodus-routing_hard_v3-0194,domain-01,1,strong,1
q-rf_3967_exodus-routing_hard_v3-0194,domain-06,1,strong,1
