query_id,object_id,domain_id,relevance
q-rf_1239_sprint-routing_hard_v3-0103,obj-11-02-air_quality_pm25-01-cnm01,domain-11,1
q-rf_1239_sprint-routing_hard_v3-0103,obj-16-03-air_quality_pm25-01-snm01,domain-16,1
q-rf_1239_sprint-routing_hard_v3-0103,obj-04-03-air_quality_pm25-01,domain-04,1
q-rf_1239_sprint-routing_hard_v3-0103,obj-15-04-air_quality_pm25-02-cnm01,domain-15,1
q-rf_1239_sprint-routing_hard_v3-0104,obj-03-03-air_quality_pm25-02,domain-03,2
q-rf_1239_sprint-routing_hard_v3-0104,obj-11-01-air_quality_pm25-01,domain-11,2
q-rf_1239_sprint-routing_hard_v3-0104,obj-03-03-air_quality_pm25-01-cnm01,domain-03,1
q-rf_1239_sprint-routing_hard_v3-0104,obj-11-01-air_quality_pm25-01-snm01,domain-11,1
q-rf_1239_sprint-routing_hard_v3-0104,obj-10-02-air_quality_pm25-02-cnm01,domain-10,1
q-rf_1239_sprint-routing_hard_v3-0104,obj-15-03-air_quality_pm25-01-cnm01,domain-15,1
q-rf_1239_sprint-routing_hard_v3-0105,obj-08-04-air_quality_pm25-02,domain-08,2
q-rf_1239_sprint-routing_hard_v3-0105,obj-11-01-air_quality_pm25-02,domain-11,2
q-rf_1239_sprint-routing_hard_v3-0105,obj-08-04-air_quality_pm25-02-snm01,domain-08,1
q-rf_1239_sprint-routing_hard_v3-0105,obj-11-01-air_quality_pm25-01-cnm01,domain-11,1
q-rf_1239_sprint-routing_hard_v3-0105,obj-03-03-air_quality_pm25-02-cnm01,domain-03,1
q-rf_1239_sprint-routing_hard_v3-0105,obj-10-02-air_quality_pm25-01,domain-10,1
q-rf_1239_sprint-routing_hard_v3-0106,obj-06-04-bus_arrival-03,domain-06,2
q-rf_1239_sprint-routing_hard_v3-0106,obj-09-01-bus_arrival-03,domain-09,2
q-rf_1239_sprint-routing_hard_v3-0106,obj-06-04-bus_arrival-02-cnm01,domain-06,1
q-rf_1239_sprint-routing_hard_v3-0106,obj-09-01-bus_arrival-02-cnm01,domain-09,1
q-rf_1239_sprint-routing_hard_v3-0106,obj-02-02-bus_arrival-01-cnm01,domain-02,1
q-rf_1239_sprint-routing_hard_v3-0106,obj-13-03-bus_arrival-01,domain-13,1
q-rf_1239_sprint-routing_hard_v3-0107,obj-06-04-bus_arrival-01,domain-06,2
q-rf_1239_sprint-routing_hard_v3-0107,obj-09-01-bus_arrival-01,domain-09,2
q-rf_1239_sprint-routing_hard_v3-0107,obj-06-04-bus_arrival-01-snm01,domain-06,1
q-rf_1239_sprint-routing_hard_v3-0107,obj-09-01-bus_arrival-01-snm01,domain-09,1
q-rf_1239_sprint-routing_hard_v3-0107,obj-02-02-bus_arrival-02-cnm01,domain-02,1
q-rf_1239_sprint-routing_hard_v3-0107,obj-13-03-bus_arrival-01-cnm01,domain-13,1
q-rf_1239_sprint-routing_hard_v3-0108,obj-06-04-bus_arrival-02,domain-06,2
q-rf_1239_sprint-routing_hard_v3-0108,obj-09-01-bus_arrival-02,domain-09,2
q-rf_1239_sprint-routing_hard_v3-0108,obj-06-04-bus_arrival-01-cnm01,domain-06,1
q-rf_1239_sprint-routing_hard_v3-0108,obj-09-01-bus_arrival-01-cnm01,domain-09,1
q-rf_1239_sprint-routing_hard_v3-0108,obj-02-02-bus_arrival-01,domain-02,1
q-rf_1239_sprint-routing_hard_v3-0108,obj-13-03-bus_arrival-02-cnm01,domain-13,1
q-rf_1239_sprint-routing_hard_v3-0109,obj-05-04-bus_arrival-03,domain-05,2
q-rf_1239_sprint-routing_hard_v3-0109,obj-08-01-bus_arrival-03,domain-08,2
q-rf_1239_sprint-routing_hard_v3-0109,obj-05-04-bus_arrival-02-cnm01,domain-05,1
q-rf_1239_sprint-routing_hard_v3-0109,obj-08-01-bus_arrival-02-cnm01,domain-08,1
q-rf_1239_sprint-routing_hard_v3-0109,obj-01-02-bus_arrival-01-cnm01,domain-01,1
q-rf_1239_sprint-routing_hard_v3-0109,obj-06-03-bus_arrival-01,domain-06,1
q-rf_1239_sprint-routing_hard_v3-0110,obj-11-02-bus_arrival-02,domain-11,2
q-rf_1239_sprint-routing_hard_v3-0110,obj-16-03-bus_arrival-01,domain-16,2
q-rf_1239_sprint-routing_hard_v3-0110,obj-11-02-bus_arrival-01-cnm01,domain-11,1
q-rf_1239_sprint-routing_hard_v3-0110,obj-16-03-bus_arrival-01-snm01,domain-16,1
q-rf_1239_sprint-routing_hard_v3-0110,obj-04-03-bus_arrival-01,domain-04,1
q-rf_1239_sprint-routing_hard_v3-0110,obj-15-04-bus_arrival-02-cnm01,domain-15,1
q-rf_1239_sprint-routing_hard_v3-0111,obj-08-04-bus_arrival-03,domain-08,2
q-rf_1239_sprint-routing_hard_v3-0111,obj-11-01-bus_arrival-03,domain-11,2
q-rf_1239_sprint-routing_hard_v3-0111,obj-08-04-bus_arrival-02-cnm01,domain-08,1
q-rf_1239_sprint-routing_hard_v3-0111,obj-11-01-bus_arrival-02-cnm01,domain-11,1
q-rf_1239_sprint-routing_hard_v3-0111,obj-03-03-bus_arrival-01,domain-03,1
q-rf_1239_sprint-routing_hard_v3-0111,obj-10-02-bus_arrival-01-cnm01,domain-10,1
q-rf_1239_sprint-routing_hard_v3-0111,obj-15-03-bus_arrival-01,domain-15,1
q-rf_1239_sprint-routing_hard_v3-0112,obj-03-03-bus_arrival-03,domain-03,2
q-rf_1239_sprint-routing_hard_v3-0112,obj-08-04-bus_arrival-02,domain-08,2
q-rf_1239_sprint-routing_hard_v3-0112,obj-03-03-bus_arrival-02-cnm01,domain-03,1
q-rf_1239_sprint-routing_hard_v3-0112,obj-08-04-bus_arrival-01-cnm01,domain-08,1
q-rf_1239_sprint-routing_hard_v3-0112,obj-10-02-bus_arrival-01,domain-10,1
q-rf_1239_sprint-routing_hard_v3-0112,obj-15-03-bus_arrival-02-cnm01,domain-15,1
q-rf_1239_sprint-routing_hard_v3-0113,obj-06-04-humidity-02,domain-06,2
q-rf_1239_sprint-routing_hard_v3-0113,obj-09-01-humidity-02,domain-09,2
q-rf_1239_sprint-routing_hard_v3-0113,obj-06-04-humidity-01-cnm01,domain-06,1
q-rf_1239_sprint-routing_hard_v3-0113,obj-09-01-humidity-01-cnm01,domain-09,1
q-rf_1239_sprint-routing_hard_v3-0113,obj-02-02-humidity-01,domain-02,1
q-rf_1239_sprint-routing_hard_v3-0113,obj-13-03-humidity-02-cnm01,domain-13,1
q-rf_1239_sprint-routing_hard_v3-0114,obj-07-04-humidity-03,domain-07,2
q-rf_1239_sprint-routing_hard_v3-0114,obj-10-01-humidity-03,domain-10,2
q-rf_1239_sprint-routing_hard_v3-0114,obj-07-04-humidity-02-cnm01,domain-07,1
q-rf_1239_sprint-routing_hard_v3-0114,obj-10-01-humidity-02-cnm01,domain-10,1
q-rf_1239_sprint-routing_hard_v3-0114,obj-03-02-humidity-01-cnm01,domain-03,1
q-rf_1239_sprint-routing_hard_v3-0114,obj-14-03-humidity-01,domain-14,1
q-rf_1239_sprint-routing_hard_v3-0115,obj-07-04-humidity-02,domain-07,2
q-rf_1239_sprint-routing_hard_v3-0115,obj-10-01-humidity-02,domain-10,2
q-rf_1239_sprint-routing_hard_v3-0115,obj-07-04-humidity-01-cnm01,domain-07,1
q-rf_1239_sprint-routing_hard_v3-0115,obj-10-01-humidity-01-cnm01,domain-10,1
q-rf_1239_sprint-routing_hard_v3-0115,obj-03-02-humidity-01,domain-03,1
q-rf_1239_sprint-routing_hard_v3-0115,obj-14-03-humidity-02-cnm01,domain-14,1
q-rf_1239_sprint-routing_hard_v3-0116,obj-01-02-humidity-02,domain-01,2
q-rf_1239_sprint-routing_hard_v3-0116,obj-06-03-humidity-01,domain-06,2
q-rf_1239_sprint-routing_hard_v3-0116,obj-01-02-humidity-01-cnm01,domain-01,1
q-rf_1239_sprint-routing_hard_v3-0116,obj-06-03-humidity-01-snm01,domain-06,1
q-rf_1239_sprint-routing_hard_v3-0116,obj-05-04-humidity-02-cnm01,domain-05,1
q-rf_1239_sprint-routing_hard_v3-0116,obj-08-01-humidity-02-cnm01,domain-08,1
q-rf_1239_sprint-routing_hard_v3-0116,obj-13-02-humidity-01-cnm01,domain-13,1
q-rf_1239_sprint-routing_hard_v3-0117,obj-05-04-humidity-01,domain-05,2
q-rf_1239_sprint-routing_hard_v3-0117,obj-08-01-humidity-01,domain-08,2
q-rf_1239_sprint-routing_hard_v3-0117,obj-05-04-humidity-01-snm01,domain-05,1
q-rf_1239_sprint-routing_hard_v3-0117,obj-08-01-humidity-01-snm01,domain-08,1
q-rf_1239_sprint-routing_hard_v3-0117,obj-01-02-humidity-02-cnm01,domain-01,1
q-rf_1239_sprint-routing_hard_v3-0117,obj-06-03-humidity-01-cnm01,domain-06,1
q-rf_1239_sprint-routing_hard_v3-0118,obj-01-02-humidity-03,domain-01,2
q-rf_1239_sprint-routing_hard_v3-0118,obj-06-03-humidity-02,domain-06,2
q-rf_1239_sprint-routing_hard_v3-0118,obj-01-02-humidity-02-cnm01,domain-01,1
q-rf_1239_sprint-routing_hard_v3-0118,obj-06-03-humidity-01-cnm01,domain-06,1
q-rf_1239_sprint-routing_hard_v3-0118,obj-05-04-humidity-01,domain-05,1
q-rf_1239_sprint-routing_hard_v3-0118,obj-08-01-humidity-01,domain-08,1
q-rf_1239_sprint-routing_hard_v3-0118,obj-13-02-humidity-02-cnm01,domain-13,1
q-rf_1239_sprint-routing_hard_v3-0119,obj-11-02-humidity-02,domain-11,2
q-rf_1239_sprint-routing_hard_v3-0119,obj-16-03-humidity-01,domain-16,2
q-rf_1239_sprint-routing_hard_v3-0119,obj-11-02-humidity-01-cnm01,domain-11,1
q-rf_1239_sprint-routing_hard_v3-0119,obj-16-03-humidity-01-snm01,domain-16,1
q-rf_1239_sprint-routing_hard_v3-0119,obj-04-03-humidity-01,domain-04,1
q-rf_1239_sprint-routing_hard_v3-0119,obj-15-04-humidity-02-cnm01,domain-15,1
q-rf_1239_sprint-routing_hard_v3-0120,obj-03-03-humidity-02,domain-03,2
q-rf_1239_sprint-routing_hard_v3-0120,obj-08-04-humidity-01,domain-08,2
q-rf_1239_sprint-routing_hard_v3-0120,obj-11-01-humidity-01,domain-11,2
q-rf_1239_sprint-routing_hard_v3-0120,obj-03-03-humidity-01-cnm01,domain-03,1
q-rf_1239_sprint-routing_hard_v3-0120,obj-08-04-humidity-01-snm01,domain-08,1
q-rf_1239_sprint-routing_hard_v3-0120,obj-11-01-humidity-01-snm01,domain-11,1
q-rf_1239_sprint-routing_hard_v3-0120,obj-04-02-humidity-02-cnm01,domain-04,1
q-rf_1239_sprint-routing_hard_v3-0120,obj-15-03-humidity-01-cnm01,domain-15,1
q-rf_1239_sprint-routing_hard_v3-0121,obj-08-04-humidity-02,domain-08,2
q-rf_1239_sprint-routing_hard_v3-0121,obj-11-01-humidity-02,domain-11,2
q-rf_1239_sprint-routing_hard_v3-0121,obj-08-04-humidity-01-cnm01,domain-08,1
q-rf_1239_sprint-routing_hard_v3-0121,obj-11-01-humidity-01-cnm01,domain-11,1
q-rf_1239_sprint-routing_hard_v3-0121,obj-03-03-humidity-02-cnm01,domain-03,1
q-rf_1239_sprint-routing_hard_v3-0121,obj-04-02-humidity-01,domain-04,1
q-rf_1239_sprint-routing_hard_v3-0122,obj-06-04-noise_level-03,domain-06,2
q-rf_1239_sprint-routing_hard_v3-0122,obj-09-01-noise_level-03,domain-09,2
q-rf_1239_sprint-routing_hard_v3-0122,obj-14-02-noise_level-02,domain-14,2
q-rf_1239_sprint-routing_hard_v3-0122,obj-06-04-noise_level-02-cnm01,domain-06,1
q-rf_1239_sprint-routing_hard_v3-0122,obj-09-01-noise_level-02-cnm01,domain-09,1
q-rf_1239_sprint-routing_hard_v3-0122,obj-14-02-noise_level-02-snm01,domain-14,1
q-rf_1239_sprint-routing_hard_v3-0122,obj-02-02-noise_level-01-cnm01,domain-02,1
q-rf_1239_sprint-routing_hard_v3-0122,obj-13-03-noise_level-01,domain-13,1
q-rf_1239_sprint-routing_hard_v3-0123,obj-06-04-noise_level-01,domain-06,2
q-rf_1239_sprint-routing_hard_v3-0123,obj-09-01-noise_level-01,domain-09,2
q-rf_1239_sprint-routing_hard_v3-0123,obj-06-04-noise_level-01-snm01,domain-06,1
q-rf_1239_sprint-routing_hard_v3-0123,obj-09-01-noise_level-01-snm01,domain-09,1
q-rf_1239_sprint-routing_hard_v3-0123,obj-13-03-noise_level-01-cnm01,domain-13,1
q-rf_1239_sprint-routing_hard_v3-0123,obj-14-02-noise_level-02-cnm01,domain-14,1
q-rf_1239_sprint-routing_hard_v3-0124,obj-06-04-noise_level-02,domain-06,2
q-rf_1239_sprint-routing_hard_v3-0124,obj-09-01-noise_level-02,domain-09,2
q-rf_1239_sprint-routing_hard_v3-0124,obj-06-04-noise_level-01-cnm01,domain-06,1
q-rf_1239_sprint-routing_hard_v3-0124,obj-09-01-noise_level-01-cnm01,domain-09,1
q-rf_1239_sprint-routing_hard_v3-0124,obj-02-02-noise_level-01,domain-02,1
q-rf_1239_sprint-routing_hard_v3-0124,obj-13-03-noise_level-02-cnm01,domain-13,1
q-rf_1239_sprint-routing_hard_v3-0125,obj-07-04-noise_level-01,domain-07,2
q-rf_1239_sprint-routing_hard_v3-0125,obj-10-01-noise_level-01,domain-10,2
q-rf_1239_sprint-routing_hard_v3-0125,obj-07-04-noise_level-01-snm01,domain-07,1
q-rf_1239_sprint-routing_hard_v3-0125,obj-10-01-noise_level-01-snm01,domain-10,1
q-rf_1239_sprint-routing_hard_v3-0125,obj-03-02-noise_level-02-cnm01,domain-03,1
q-rf_1239_sprint-routing_hard_v3-0125,obj-14-03-noise_level-01-cnm01,domain-14,1
q-rf_1239_sprint-routing_hard_v3-0126,obj-07-04-noise_level-02,domain-07,2
q-rf_1239_sprint-routing_hard_v3-0126,obj-10-01-noise_level-02,domain-10,2
q-rf_1239_sprint-routing_hard_v3-0126,obj-07-04-noise_level-01-cnm01,domain-07,1
q-rf_1239_sprint-routing_hard_v3-0126,obj-10-01-noise_level-01-cnm01,domain-10,1
q-rf_1239_sprint-routing_hard_v3-0126,obj-03-02-noise_level-01,domain-03,1
q-rf_1239_sprint-routing_hard_v3-0126,obj-14-03-noise_level-02-cnm01,domain-14,1
q-rf_1239_sprint-routing_hard_v3-0127,obj-01-02-noise_level-02,domain-01,2
q-rf_1239_sprint-routing_hard_v3-0127,obj-06-03-noise_level-01,domain-06,2
q-rf_1239_sprint-routing_hard_v3-0127,obj-01-02-noise_level-01-cnm01,domain-01,1
q-rf_1239_sprint-routing_hard_v3-0127,obj-06-03-noise_level-01-snm01,domain-06,1
q-rf_1239_sprint-routing_hard_v3-0127,obj-05-04-noise_level-02-cnm01,domain-05,1
q-rf_1239_sprint-routing_hard_v3-0127,obj-08-01-noise_level-02-cnm01,domain-08,1
q-rf_1239_sprint-routing_hard_v3-0127,obj-13-02-noise_level-01-cnm01,domain-13,1
q-rf_1239_sprint-routing_hard_v3-0128,obj-05-04-noise_level-01,domain-05,2
q-rf_1239_sprint-routing_hard_v3-0128,obj-08-01-noise_level-01,domain-08,2
q-rf_1239_sprint-routing_hard_v3-0128,obj-05-04-noise_level-01-snm01,domain-05,1
q-rf_1239_sprint-routing_hard_v3-0128,obj-08-01-noise_level-01-snm01,domain-08,1
q-rf_1239_sprint-routing_hard_v3-0128,obj-06-03-noise_level-01-cnm01,domain-06,1
q-rf_1239_sprint-routing_hard_v3-0128,obj-13-02-noise_level-02-cnm01,domain-13,1
q-rf_1239_sprint-routing_hard_v3-0129,obj-05-04-noise_level-02,domain-05,2
q-rf_1239_sprint-routing_hard_v3-0129,obj-08-01-noise_level-02,domain-08,2
q-rf_1239_sprint-routing_hard_v3-0129,obj-13-02-noise_level-01,domain-13,2
q-rf_1239_sprint-routing_hard_v3-0129,obj-05-04-noise_level-01-cnm01,domain-05,1
q-rf_1239_sprint-routing_hard_v3-0129,obj-08-01-noise_level-01-cnm01,domain-08,1
q-rf_1239_sprint-routing_hard_v3-0129,obj-13-02-noise_level-01-snm01,domain-13,1
q-rf_1239_sprint-routing_hard_v3-0129,obj-01-02-noise_level-01,domain-01,1
q-rf_1239_sprint-routing_hard_v3-0129,obj-06-03-noise_level-02-cnm01,domain-06,1
q-rf_1239_sprint-routing_hard_v3-0130,obj-11-02-noise_level-02,domain-11,2
q-rf_1239_sprint-routing_hard_v3-0130,obj-16-03-noise_level-01,domain-16,2
q-rf_1239_sprint-routing_hard_v3-0130,obj-11-02-noise_level-01-cnm01,domain-11,1
q-rf_1239_sprint-routing_hard_v3-0130,obj-16-03-noise_level-01-snm01,domain-16,1
q-rf_1239_sprint-routing_hard_v3-0130,obj-04-03-noise_level-01,domain-04,1
q-rf_1239_sprint-routing_hard_v3-0130,obj-09-04-noise_level-02-cnm01,domain-09,1
q-rf_1239_sprint-routing_hard_v3-0130,obj-12-01-noise_level-02-cnm01,domain-12,1
q-rf_1239_sprint-routing_hard_v3-0131,obj-09-04-noise_level-03,domain-09,2
q-rf_1239_sprint-routing_hard_v3-0131,obj-12-01-noise_level-03,domain-12,2
q-rf_1239_sprint-routing_hard_v3-0131,obj-09-04-noise_level-02-cnm01,domain-09,1
q-rf_1239_sprint-routing_hard_v3-0131,obj-12-01-noise_level-02-cnm01,domain-12,1
q-rf_1239_sprint-routing_hard_v3-0131,obj-04-03-noise_level-01,domain-04,1
q-rf_1239_sprint-routing_hard_v3-0131,obj-11-02-noise_level-01-cnm01,domain-11,1
q-rf_1239_sprint-routing_hard_v3-0131,obj-16-03-noise_level-01,domain-16,1
q-rf_1239_sprint-routing_hard_v3-0132,obj-04-03-noise_level-02,domain-04,2
q-rf_1239_sprint-routing_hard_v3-0132,obj-12-01-noise_level-01,domain-12,2
q-rf_1239_sprint-routing_hard_v3-0132,obj-04-03-noise_level-01-cnm01,domain-04,1
q-rf_1239_sprint-routing_hard_v3-0132,obj-12-01-noise_level-01-snm01,domain-12,1
q-rf_1239_sprint-routing_hard_v3-0132,obj-09-04-noise_level-03-cnm01,domain-09,1
q-rf_1239_sprint-routing_hard_v3-0132,obj-11-02-noise_level-02-cnm01,domain-11,1
q-rf_1239_sprint-routing_hard_v3-0132,obj-16-03-noise_level-01-cnm01,domain-16,1
q-rf_1239_sprint-routing_hard_v3-0133,obj-11-02-noise_level-03,domain-11,2
q-rf_1239_sprint-routing_hard_v3-0133,obj-16-03-noise_level-02,domain-16,2
q-rf_1239_sprint-routing_hard_v3-0133,obj-11-02-noise_level-02-cnm01,domain-11,1
q-rf_1239_sprint-routing_hard_v3-0133,obj-16-03-noise_level-01-cnm01,domain-16,1
q-rf_1239_sprint-routing_hard_v3-0133,obj-04-03-noise_level-01-cnm01,domain-04,1
q-rf_1239_sprint-routing_hard_v3-0133,obj-12-01-noise_level-01,domain-12,1
q-rf_1239_sprint-routing_hard_v3-0134,obj-04-03-noise_level-03,domain-04,2
q-rf_1239_sprint-routing_hard_v3-0134,obj-09-04-noise_level-02,domain-09,2
q-rf_1239_sprint-routing_hard_v3-0134,obj-12-01-noise_level-02,domain-12,2
q-rf_1239_sprint-routing_hard_v3-0134,obj-04-03-noise_level-02-cnm01,domain-04,1
q-rf_1239_sprint-routing_hard_v3-0134,obj-09-04-noise_level-02-snm01,domain-09,1
q-rf_1239_sprint-routing_hard_v3-0134,obj-12-01-noise_level-01-cnm01,domain-12,1
q-rf_1239_sprint-routing_hard_v3-0134,obj-11-02-noise_level-01,domain-11,1
q-rf_1239_sprint-routing_hard_v3-0134,obj-16-03-noise_level-02-cnm01,domain-16,1
q-rf_1239_sprint-routing_hard_v3-0135,obj-03-03-noise_level-03,domain-03,2
q-rf_1239_sprint-routing_hard_v3-0135,obj-08-04-noise_level-02,domain-08,2
q-rf_1239_sprint-routing_hard_v3-0135,obj-11-01-noise_level-02,domain-11,2
q-rf_1239_sprint-routing_hard_v3-0135,obj-03-03-noise_level-02-cnm01,domain-03,1
q-rf_1239_sprint-routing_hard_v3-0135,obj-08-04-noise_level-01-cnm01,domain-08,1
q-rf_1239_sprint-routing_hard_v3-0135,obj-11-01-noise_level-01-cnm01,domain-11,1
q-rf_1239_sprint-routing_hard_v3-0135,obj-04-02-noise_level-01,domain-04,1
q-rf_1239_sprint-routing_hard_v3-0135,obj-15-03-noise_level-02-cnm01,domain-15,1
q-rf_1239_sprint-routing_hard_v3-0136,obj-06-04-parking_availability-01,domain-06,2
q-rf_1239_sprint-routing_hard_v3-0136,obj-09-01-parking_availability-01,domain-09,2
q-rf_1239_sprint-routing_hard_v3-0136,obj-06-04-parking_availability-01-snm01,domain-06,1
q-rf_1239_sprint-routing_hard_v3-0136,obj-09-01-parking_availability-01-snm01,domain-09,1
q-rf_1239_sprint-routing_hard_v3-0136,obj-02-02-parking_availability-02-cnm01,domain-02,1
q-rf_1239_sprint-routing_hard_v3-0136,obj-13-03-parking_availability-01-cnm01,domain-13,1
q-rf_1239_sprint-routing_hard_v3-0136,obj-14-02-parking_availability-02-cnm01,domain-14,1
q-rf_1239_sprint-routing_hard_v3-0137,obj-06-04-parking_availability-02,domain-06,2
q-rf_1239_sprint-routing_hard_v3-0137,obj-09-01-parking_availability-02,domain-09,2
q-rf_1239_sprint-routing_hard_v3-0137,obj-14-02-parking_availability-01,domain-14,2
q-rf_1239_sprint-routing_hard_v3-0137,obj-06-04-parking_availability-01-cnm01,domain-06,1
q-rf_1239_sprint-routing_hard_v3-0137,obj-09-01-parking_availability-01-cnm01,domain-09,1
q-rf_1239_sprint-routing_hard_v3-0137,obj-14-02-parking_availability-01-snm01,domain-14,1
q-rf_1239_sprint-routing_hard_v3-0137,obj-02-02-parking_availability-01,domain-02,1
q-rf_1239_sprint-routing_hard_v3-0137,obj-13-03-parking_availability-02-cnm01,domain-13,1
q-rf_1239_sprint-routing_hard_v3-0138,obj-01-02-parking_availability-02,domain-01,2
q-rf_1239_sprint-routing_hard_v3-0138,obj-06-03-parking_availability-01,domain-06,2
q-rf_1239_sprint-routing_hard_v3-0138,obj-01-02-parking_availability-01-cnm01,domain-01,1
q-rf_1239_sprint-routing_hard_v3-0138,obj-06-03-parking_availability-01-snm01,domain-06,1
q-rf_1239_sprint-routing_hard_v3-0138,obj-08-01-parking_availability-02-cnm01,domain-08,1
q-rf_1239_sprint-routing_hard_v3-0138,obj-13-02-parking_availability-01-cnm01,domain-13,1
q-rf_1239_sprint-routing_hard_v3-0139,obj-08-01-parking_availability-03,domain-08,2
q-rf_1239_sprint-routing_hard_v3-0139,obj-13-02-parking_availability-02,domain-13,2
q-rf_1239_sprint-routing_hard_v3-0139,obj-08-01-parking_availability-02-cnm01,domain-08,1
q-rf_1239_sprint-routing_hard_v3-0139,obj-13-02-parking_availability-01-cnm01,domain-13,1
q-rf_1239_sprint-routing_hard_v3-0139,obj-01-02-parking_availability-01-cnm01,domain-01,1
q-rf_1239_sprint-routing_hard_v3-0139,obj-06-03-parking_availability-01,domain-06,1
q-rf_1239_sprint-routing_hard_v3-0140,obj-05-04-parking_availability-01,domain-05,2
q-rf_1239_sprint-routing_hard_v3-0140,obj-08-01-parking_availability-01,domain-08,2
q-rf_1239_sprint-routing_hard_v3-0140,obj-05-04-parking_availability-01-snm01,domain-05,1
q-rf_1239_sprint-routing_hard_v3-0140,obj-08-01-parking_availability-01-snm01,domain-08,1
q-rf_1239_sprint-routing_hard_v3-0140,obj-06-03-parking_availability-01-cnm01,domain-06,1
q-rf_1239_sprint-routing_hard_v3-0140,obj-13-02-parking_availability-02-cnm01,domain-13,1
q-rf_1239_sprint-routing_hard_v3-0141,obj-08-01-parking_availability-02,domain-08,2
q-rf_1239_sprint-routing_hard_v3-0141,obj-13-02-parking_availability-01,domain-13,2
q-rf_1239_sprint-routing_hard_v3-0141,obj-08-01-parking_availability-01-cnm01,domain-08,1
q-rf_1239_sprint-routing_hard_v3-0141,obj-13-02-parking_availability-01-snm01,domain-13,1
q-rf_1239_sprint-routing_hard_v3-0141,obj-01-02-parking_availability-01,domain-01,1
q-rf_1239_sprint-routing_hard_v3-0141,obj-05-04-parking_availability-01-cnm01,domain-05,1
q-rf_1239_sprint-routing_hard_v3-0142,obj-11-02-parking_availability-02,domain-11,2
q-rf_1239_sprint-routing_hard_v3-0142,obj-16-03-parking_availability-01,domain-16,2
q-rf_1239_sprint-routing_hard_v3-0142,obj-11-02-parking_availability-01-cnm01,domain-11,1
q-rf_1239_sprint-routing_hard_v3-0142,obj-16-03-parking_availability-01-snm01,domain-16,1
q-rf_1239_sprint-routing_hard_v3-0142,obj-04-03-parking_availability-01,domain-04,1
q-rf_1239_sprint-routing_hard_v3-0142,obj-09-04-parking_availability-02-cnm01,domain-09,1
q-rf_1239_sprint-routing_hard_v3-0142,obj-12-01-parking_availability-02-cnm01,domain-12,1
q-rf_1239_sprint-routing_hard_v3-0143,obj-09-04-parking_availability-03,domain-09,2
q-rf_1239_sprint-routing_hard_v3-0143,obj-12-01-parking_availability-03,domain-12,2
q-rf_1239_sprint-routing_hard_v3-0143,obj-09-04-parking_availability-02-cnm01,domain-09,1
q-rf_1239_sprint-routing_hard_v3-0143,obj-12-01-parking_availability-02-cnm01,domain-12,1
q-rf_1239_sprint-routing_hard_v3-0143,obj-04-03-parking_availability-01,domain-04,1
q-rf_1239_sprint-routing_hard_v3-0143,obj-11-02-parking_availability-01-cnm01,domain-11,1
q-rf_1239_sprint-routing_hard_v3-0143,obj-16-03-parking_availability-01,domain-16,1
q-rf_1239_sprint-routing_hard_v3-0144,obj-04-03-parking_availability-02,domain-04,2
q-rf_1239_sprint-routing_hard_v3-0144,obj-09-04-parking_availability-01,domain-09,2
q-rf_1239_sprint-routing_hard_v3-0144,obj-12-01-parking_availability-01,domain-12,2
q-rf_1239_sprint-routing_hard_v3-0144,obj-04-03-parking_availability-01-cnm01,domain-04,1
q-rf_1239_sprint-routing_hard_v3-0144,obj-09-04-parking_availability-01-snm01,domain-09,1
q-rf_1239_sprint-routing_hard_v3-0144,obj-12-01-parking_availability-01-snm01,domain-12,1
q-rf_1239_sprint-routing_hard_v3-0144,obj-11-02-parking_availability-02-cnm01,domain-11,1
q-rf_1239_sprint-routing_hard_v3-0144,obj-16-03-parking_availability-01-cnm01,domain-16,1
q-rf_1239_sprint-routing_hard_v3-0145,obj-11-02-parking_availability-03,domain-11,2
q-rf_1239_sprint-routing_hard_v3-0145,obj-16-03-parking_availability-02,domain-16,2
q-rf_1239_sprint-routing_hard_v3-0145,obj-11-02-parking_availability-02-cnm01,domain-11,1
q-rf_1239_sprint-routing_hard_v3-0145,obj-16-03-parking_availability-01-cnm01,domain-16,1
q-rf_1239_sprint-routing_hard_v3-0145,obj-04-03-parking_availability-01-cnm01,domain-04,1
q-rf_1239_sprint-routing_hard_v3-0145,obj-09-04-parking_availability-01,domain-09,1
q-rf_1239_sprint-routing_hard_v3-0146,obj-09-04-parking_availability-02,domain-09,2
q-rf_1239_sprint-routing_hard_v3-0146,obj-12-01-parking_availability-02,domain-12,2
q-rf_1239_sprint-routing_hard_v3-0146,obj-09-04-parking_availability-01-cnm01,domain-09,1
q-rf_1239_sprint-routing_hard_v3-0146,obj-12-01-parking_availability-01-cnm01,domain-12,1
q-rf_1239_sprint-routing_hard_v3-0146,obj-04-03-parking_availability-02-cnm01,domain-04,1
q-rf_1239_sprint-routing_hard_v3-0146,obj-11-02-parking_availability-01,domain-11,1
q-rf_1239_sprint-routing_hard_v3-0146,obj-16-03-parking_availability-02-cnm01,domain-16,1
q-rf_1239_sprint-routing_hard_v3-0147,obj-08-04-parking_availability-03,domain-08,2
q-rf_1239_sprint-routing_hard_v3-0147,obj-11-01-parking_availability-03,domain-11,2
