domain_id,level,cell_id,parent_id,zone_bitmap,zone_type_bitmap,service_bitmap,freshness_bitmap,semantic_tag_bitmap,centroid_row,radius,object_count,controller_prefix,version,ttl_ms,export_budget
domain-05,1,domain-05-domain-05-zone-03-air_quality_pm25,domain-05-root,domain-05-zone-03,school_area,air_quality_pm25,archival|realtime|recent,commuter_particulate|construction_dust|industrial_plume|overnight_inversion|school_alert,559,0.415877,12,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-03-air_quality_pm25-mc-1,domain-05-domain-05-zone-03-air_quality_pm25,domain-05-zone-03,school_area,air_quality_pm25,archival|realtime|recent,construction_dust|industrial_plume|overnight_inversion|school_alert,560,0.334426,6,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-03-air_quality_pm25-mc-2,domain-05-domain-05-zone-03-air_quality_pm25,domain-05-zone-03,school_area,air_quality_pm25,archival|realtime,commuter_particulate|construction_dust|overnight_inversion|school_alert,561,0.441969,6,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,1,domain-05-domain-05-zone-03-bus_arrival,domain-05-root,domain-05-zone-03,school_area,bus_arrival,archival|realtime|recent,commuter_peak_headway|corridor_incident_diversion|event_shuttle_queue|hub_transfer_delay|school_dismissal_bunching,562,0.481462,18,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-03-bus_arrival-mc-1,domain-05-domain-05-zone-03-bus_arrival,domain-05-zone-03,school_area,bus_arrival,archival|realtime|recent,commuter_peak_headway|corridor_incident_diversion|event_shuttle_queue|hub_transfer_delay,563,0.437188,9,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-03-bus_arrival-mc-2,domain-05-domain-05-zone-03-bus_arrival,domain-05-zone-03,school_area,bus_arrival,archival|realtime|recent,commuter_peak_headway|event_shuttle_queue|hub_transfer_delay|school_dismissal_bunching,564,0.534908,9,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,1,domain-05-domain-05-zone-03-humidity,domain-05-root,domain-05-zone-03,school_area,humidity,archival|realtime|recent,comfort_moisture|indoor_outdoor_drift|irrigation_buildup|morning_dampness|stagnant_air_pocket,565,0.417108,12,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-03-humidity-mc-1,domain-05-domain-05-zone-03-humidity,domain-05-zone-03,school_area,humidity,archival|realtime|recent,indoor_outdoor_drift|irrigation_buildup|morning_dampness|stagnant_air_pocket,566,0.333685,6,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-03-humidity-mc-2,domain-05-domain-05-zone-03-humidity,domain-05-zone-03,school_area,humidity,archival|realtime,comfort_moisture|indoor_outdoor_drift|irrigation_buildup,567,0.410283,6,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,1,domain-05-domain-05-zone-03-noise_level,domain-05-root,domain-05-zone-03,school_area,noise_level,archival|realtime|recent,construction_residual_noise|freight_corridor_noise|nightlife_spike|school_pickup_disturbance|stadium_dispersal_noise,568,0.428423,12,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-03-noise_level-mc-1,domain-05-domain-05-zone-03-noise_level,domain-05-zone-03,school_area,noise_level,realtime|recent,construction_residual_noise|nightlife_spike|school_pickup_disturbance|stadium_dispersal_noise,569,0.339728,6,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-03-noise_level-mc-2,domain-05-domain-05-zone-03-noise_level,domain-05-zone-03,school_area,noise_level,archival|realtime,construction_residual_noise|freight_corridor_noise|school_pickup_disturbance|stadium_dispersal_noise,570,0.309093,6,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,1,domain-05-domain-05-zone-03-parking_availability,domain-05-root,domain-05-zone-03,school_area,parking_availability,archival|realtime|recent,commuter_transit_hub|curbside_short_stay|event_overflow|resident_night|stadium_guidance,571,0.504178,18,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-03-parking_availability-mc-1,domain-05-domain-05-zone-03-parking_availability,domain-05-zone-03,school_area,parking_availability,archival|realtime|recent,commuter_transit_hub|curbside_short_stay|resident_night|stadium_guidance,572,0.397664,9,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-03-parking_availability-mc-2,domain-05-domain-05-zone-03-parking_availability,domain-05-zone-03,school_area,parking_availability,archival|realtime|recent,commuter_transit_hub|event_overflow|resident_night|stadium_guidance,573,0.534477,9,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,1,domain-05-domain-05-zone-03-rainfall,domain-05-root,domain-05-zone-03,school_area,rainfall,archival|realtime|recent,commuter_downpour|drainage_overflow|shower_burst|storm_runoff|venue_queue_rain,574,0.467356,12,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-03-rainfall-mc-1,domain-05-domain-05-zone-03-rainfall,domain-05-zone-03,school_area,rainfall,archival|realtime|recent,commuter_downpour|shower_burst|storm_runoff|venue_queue_rain,575,0.359546,6,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-03-rainfall-mc-2,domain-05-domain-05-zone-03-rainfall,domain-05-zone-03,school_area,rainfall,archival|realtime,commuter_downpour|drainage_overflow|storm_runoff|venue_queue_rain,576,0.549562,6,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,1,domain-05-domain-05-zone-03-street_light_state,domain-05-root,domain-05-zone-03,school_area,street_light_state,archival|realtime|recent,dimming_schedule|maintenance_flicker|outage_cluster|school_perimeter_fault|stadium_egress_lighting,577,0.455459,12,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-03-street_light_state-mc-1,domain-05-domain-05-zone-03-street_light_state,domain-05-zone-03,school_area,street_light_state,archival|realtime|recent,maintenance_flicker|outage_cluster|school_perimeter_fault|stadium_egress_lighting,578,0.388309,6,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-03-street_light_state-mc-2,domain-05-domain-05-zone-03-street_light_state,domain-05-zone-03,school_area,street_light_state,archival|realtime,dimming_schedule|maintenance_flicker|school_perimeter_fault|stadium_egress_lighting,579,0.524889,6,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,1,domain-05-domain-05-zone-03-temperature,domain-05-root,domain-05-zone-03,school_area,temperature,archival|realtime|recent,cooling_gap|facade_reflection|heat_island|microclimate_shift|pedestrian_comfort,580,0.452483,12,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-03-temperature-mc-1,domain-05-domain-05-zone-03-temperature,domain-05-zone-03,school_area,temperature,archival|realtime|recent,cooling_gap|facade_reflection|pedestrian_comfort,581,0.366618,6,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-03-temperature-mc-2,domain-05-domain-05-zone-03-temperature,domain-05-zone-03,school_area,temperature,archival|realtime,cooling_gap|facade_reflection|heat_island|microclimate_shift,582,0.496958,6,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,1,domain-05-domain-05-zone-03-traffic_speed,domain-05-root,domain-05-zone-03,school_area,traffic_speed,archival|realtime|recent,bus_lane_delay|congestion_spillback|event_dispersal|freight_corridor_slowdown|school_zone_slowdown,583,0.51266,18,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-03-traffic_speed-mc-1,domain-05-domain-05-zone-03-traffic_speed,domain-05-zone-03,school_area,traffic_speed,archival|realtime|recent,bus_lane_delay|congestion_spillback|event_dispersal|freight_corridor_slowdown|school_zone_slowdown,584,0.436354,9,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-03-traffic_speed-mc-2,domain-05-domain-05-zone-03-traffic_speed,domain-05-zone-03,school_area,traffic_speed,archival|realtime|recent,bus_lane_delay|congestion_spillback|event_dispersal|freight_corridor_slowdown,585,0.550712,9,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,1,domain-05-domain-05-zone-04-air_quality_co2,domain-05-root,domain-05-zone-04,residential,air_quality_co2,archival|realtime|recent,freight_terminal_emission|indoor_ventilation_strain|stadium_post_event_co2|traffic_corridor_emission|transit_queue_buildup,586,0.535256,12,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-04-air_quality_co2-mc-1,domain-05-domain-05-zone-04-air_quality_co2,domain-05-zone-04,residential,air_quality_co2,archival|recent,freight_terminal_emission|indoor_ventilation_strain|stadium_post_event_co2|traffic_corridor_emission,587,0.367777,6,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-04-air_quality_co2-mc-2,domain-05-domain-05-zone-04-air_quality_co2,domain-05-zone-04,residential,air_quality_co2,realtime|recent,freight_terminal_emission|indoor_ventilation_strain|stadium_post_event_co2|transit_queue_buildup,588,0.35834,6,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,1,domain-05-domain-05-zone-04-air_quality_pm25,domain-05-root,domain-05-zone-04,residential,air_quality_pm25,archival|realtime|recent,commuter_particulate|construction_dust|industrial_plume|overnight_inversion|school_alert,589,0.447743,12,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-04-air_quality_pm25-mc-1,domain-05-domain-05-zone-04-air_quality_pm25,domain-05-zone-04,residential,air_quality_pm25,archival|realtime|recent,commuter_particulate|industrial_plume|overnight_inversion|school_alert,590,0.334027,6,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-04-air_quality_pm25-mc-2,domain-05-domain-05-zone-04-air_quality_pm25,domain-05-zone-04,residential,air_quality_pm25,realtime|recent,construction_dust|industrial_plume|school_alert,591,0.463858,6,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,1,domain-05-domain-05-zone-04-bus_arrival,domain-05-root,domain-05-zone-04,residential,bus_arrival,archival|realtime|recent,commuter_peak_headway|corridor_incident_diversion|event_shuttle_queue|hub_transfer_delay|school_dismissal_bunching,592,0.489104,18,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-04-bus_arrival-mc-1,domain-05-domain-05-zone-04-bus_arrival,domain-05-zone-04,residential,bus_arrival,archival|realtime|recent,commuter_peak_headway|corridor_incident_diversion|event_shuttle_queue|hub_transfer_delay,593,0.425985,9,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-04-bus_arrival-mc-2,domain-05-domain-05-zone-04-bus_arrival,domain-05-zone-04,residential,bus_arrival,archival|realtime|recent,commuter_peak_headway|corridor_incident_diversion|hub_transfer_delay|school_dismissal_bunching,594,0.511347,9,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,1,domain-05-domain-05-zone-04-humidity,domain-05-root,domain-05-zone-04,residential,humidity,archival|realtime|recent,comfort_moisture|indoor_outdoor_drift|irrigation_buildup|morning_dampness|stagnant_air_pocket,595,0.426428,12,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-04-humidity-mc-1,domain-05-domain-05-zone-04-humidity,domain-05-zone-04,residential,humidity,archival|realtime|recent,comfort_moisture|irrigation_buildup|morning_dampness|stagnant_air_pocket,596,0.327699,6,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-04-humidity-mc-2,domain-05-domain-05-zone-04-humidity,domain-05-zone-04,residential,humidity,realtime|recent,indoor_outdoor_drift|irrigation_buildup|morning_dampness|stagnant_air_pocket,597,0.495375,6,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,1,domain-05-domain-05-zone-04-noise_level,domain-05-root,domain-05-zone-04,residential,noise_level,archival|realtime|recent,construction_residual_noise|freight_corridor_noise|nightlife_spike|school_pickup_disturbance|stadium_dispersal_noise,598,0.434399,12,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-04-noise_level-mc-1,domain-05-domain-05-zone-04-noise_level,domain-05-zone-04,residential,noise_level,archival|realtime|recent,construction_residual_noise|freight_corridor_noise|stadium_dispersal_noise,599,0.298,6,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-04-noise_level-mc-2,domain-05-domain-05-zone-04-noise_level,domain-05-zone-04,residential,noise_level,realtime|recent,construction_residual_noise|nightlife_spike|school_pickup_disturbance,600,0.432901,6,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,1,domain-05-domain-05-zone-04-parking_availability,domain-05-root,domain-05-zone-04,residential,parking_availability,archival|realtime|recent,commuter_transit_hub|curbside_short_stay|event_overflow|resident_night|stadium_guidance,601,0.542325,18,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-04-parking_availability-mc-1,domain-05-domain-05-zone-04-parking_availability,domain-05-zone-04,residential,parking_availability,archival|realtime|recent,commuter_transit_hub|curbside_short_stay|event_overflow|stadium_guidance,602,0.591468,9,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-04-parking_availability-mc-2,domain-05-domain-05-zone-04-parking_availability,domain-05-zone-04,residential,parking_availability,archival|realtime|recent,commuter_transit_hub|curbside_short_stay|resident_night|stadium_guidance,603,0.382608,9,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,1,domain-05-domain-05-zone-04-rainfall,domain-05-root,domain-05-zone-04,residential,rainfall,archival|realtime|recent,commuter_downpour|drainage_overflow|shower_burst|storm_runoff|venue_queue_rain,604,0.454128,12,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-04-rainfall-mc-1,domain-05-domain-05-zone-04-rainfall,domain-05-zone-04,residential,rainfall,archival|recent,drainage_overflow|shower_burst|storm_runoff|venue_queue_rain,605,0.410218,6,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-04-rainfall-mc-2,domain-05-domain-05-zone-04-rainfall,domain-05-zone-04,residential,rainfall,realtime|recent,commuter_downpour|shower_burst|storm_runoff|venue_queue_rain,606,0.367195,6,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,1,domain-05-domain-05-zone-04-street_light_state,domain-05-root,domain-05-zone-04,residential,street_light_state,archival|realtime|recent,dimming_schedule|maintenance_flicker|outage_cluster|school_perimeter_fault|stadium_egress_lighting,607,0.505761,12,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-04-street_light_state-mc-1,domain-05-domain-05-zone-04-street_light_state,domain-05-zone-04,residential,street_light_state,archival|recent,dimming_schedule|maintenance_flicker|outage_cluster|school_perimeter_fault,608,0.320688,6,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-04-street_light_state-mc-2,domain-05-domain-05-zone-04-street_light_state,domain-05-zone-04,residential,street_light_state,realtime|recent,maintenance_flicker|outage_cluster|school_perimeter_fault|stadium_egress_lighting,609,0.390262,6,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,1,domain-05-domain-05-zone-04-temperature,domain-05-root,domain-05-zone-04,residential,temperature,archival|realtime|recent,cooling_gap|facade_reflection|heat_island|microclimate_shift|pedestrian_comfort,610,0.433448,12,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-04-temperature-mc-1,domain-05-domain-05-zone-04-temperature,domain-05-zone-04,residential,temperature,archival|realtime|recent,cooling_gap|heat_island|microclimate_shift,611,0.383594,6,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-04-temperature-mc-2,domain-05-domain-05-zone-04-temperature,domain-05-zone-04,residential,temperature,realtime|recent,facade_reflection|heat_island|pedestrian_comfort,612,0.383021,6,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,1,domain-05-domain-05-zone-04-traffic_speed,domain-05-root,domain-05-zone-04,residential,traffic_speed,archival|realtime|recent,bus_lane_delay|congestion_spillback|event_dispersal|freight_corridor_slowdown|school_zone_slowdown,613,0.473007,18,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-04-traffic_speed-mc-1,domain-05-domain-05-zone-04-traffic_speed,domain-05-zone-04,residential,traffic_speed,archival|realtime|recent,bus_lane_delay|congestion_spillback|freight_corridor_slowdown|school_zone_slowdown,614,0.406,9,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-05,2,domain-05-domain-05-zone-04-traffic_speed-mc-2,domain-05-domain-05-zone-04-traffic_speed,domain-05-zone-04,residential,traffic_speed,archival|realtime|recent,bus_lane_delay|congestion_spillback|event_dispersal|freight_corridor_slowdown|school_zone_slowdown,615,0.531421,9,/hiroute/domain-05/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-06,1,domain-06-domain-06-zone-01-air_quality_co2,domain-06-root,domain-06-zone-01,stadium_area,air_quality_co2,archival|realtime|recent,freight_terminal_emission|indoor_ventilation_strain|stadium_post_event_co2|traffic_corridor_emission|transit_queue_buildup,616,0.391705,12,/hiroute/domain-06/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-06,2,domain-06-domain-06-zone-01-air_quality_co2-mc-1,domain-06-domain-06-zone-01-air_quality_co2,domain-06-zone-01,stadium_area,air_quality_co2,archival|realtime|recent,freight_terminal_emission|stadium_post_event_co2|traffic_corridor_emission|transit_queue_buildup,617,0.308428,6,/hiroute/domain-06/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-06,2,domain-06-domain-06-zone-01-air_quality_co2-mc-2,domain-06-domain-06-zone-01-air_quality_co2,domain-06-zone-01,stadium_area,air_quality_co2,realtime|recent,indoor_ventilation_strain|traffic_corridor_emission|transit_queue_buildup,618,0.410784,6,/hiroute/domain-06/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-06,1,domain-06-domain-06-zone-01-air_quality_pm25,domain-06-root,domain-06-zone-01,stadium_area,air_quality_pm25,archival|realtime|recent,commuter_particulate|construction_dust|industrial_plume|overnight_inversion|school_alert,619,0.3907,12,/hiroute/domain-06/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-06,2,domain-06-domain-06-zone-01-air_quality_pm25-mc-1,domain-06-domain-06-zone-01-air_quality_pm25,domain-06-zone-01,stadium_area,air_quality_pm25,archival|realtime|recent,commuter_particulate|construction_dust|school_alert,620,0.29975,6,/hiroute/domain-06/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-06,2,domain-06-domain-06-zone-01-air_quality_pm25-mc-2,domain-06-domain-06-zone-01-air_quality_pm25,domain-06-zone-01,stadium_area,air_quality_pm25,realtime|recent,construction_dust|industrial_plume|overnight_inversion|school_alert,621,0.408547,6,/hiroute/domain-06/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-06,1,domain-06-domain-06-zone-01-bus_arrival,domain-06-root,domain-06-zone-01,stadium_area,bus_arrival,archival|realtime|recent,commuter_peak_headway|corridor_incident_diversion|event_shuttle_queue|hub_transfer_delay|school_dismissal_bunching,622,0.366208,12,/hiroute/domain-06/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-06,2,domain-06-domain-06-zone-01-bus_arrival-mc-1,domain-06-domain-06-zone-01-bus_arrival,domain-06-zone-01,stadium_area,bus_arrival,archival|recent,commuter_peak_headway|corridor_incident_diversion|event_shuttle_queue|school_dismissal_bunching,623,0.32334,6,/hiroute/domain-06/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-06,2,domain-06-domain-06-zone-01-bus_arrival-mc-2,domain-06-domain-06-zone-01-bus_arrival,domain-06-zone-01,stadium_area,bus_arrival,realtime|recent,commuter_peak_headway|event_shuttle_queue|hub_transfer_delay|school_dismissal_bunching,624,0.333696,6,/hiroute/domain-06/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-06,1,domain-06-domain-06-zone-01-humidity,domain-06-root,domain-06-zone-01,stadium_area,humidity,archival|realtime|recent,comfort_moisture|indoor_outdoor_drift|irrigation_buildup|morning_dampness|stagnant_air_pocket,625,0.350171,12,/hiroute/domain-06/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-06,2,domain-06-domain-06-zone-01-humidity-mc-1,domain-06-domain-06-zone-01-humidity,domain-06-zone-01,stadium_area,humidity,realtime|recent,indoor_outdoor_drift|irrigation_buildup|morning_dampness|stagnant_air_pocket,626,0.39028,6,/hiroute/domain-06/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-06,2,domain-06-domain-06-zone-01-humidity-mc-2,domain-06-domain-06-zone-01-humidity,domain-06-zone-01,stadium_area,humidity,archival|realtime|recent,comfort_moisture|morning_dampness,627,0.322715,6,/hiroute/domain-06/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-06,1,domain-06-domain-06-zone-01-noise_level,domain-06-root,domain-06-zone-01,stadium_area,noise_level,archival|realtime|recent,construction_residual_noise|freight_corridor_noise|nightlife_spike|school_pickup_disturbance|stadium_dispersal_noise,628,0.478846,18,/hiroute/domain-06/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-06,2,domain-06-domain-06-zone-01-noise_level-mc-1,domain-06-domain-06-zone-01-noise_level,domain-06-zone-01,stadium_area,noise_level,archival|realtime|recent,construction_residual_noise|freight_corridor_noise|school_pickup_disturbance|stadium_dispersal_noise,629,0.357936,9,/hiroute/domain-06/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-06,2,domain-06-domain-06-zone-01-noise_level-mc-2,domain-06-domain-06-zone-01-noise_level,domain-06-zone-01,stadium_area,noise_level,archival|realtime|recent,freight_corridor_noise|nightlife_spike|school_pickup_disturbance|stadium_dispersal_noise,630,0.420005,9,/hiroute/domain-06/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-06,1,domain-06-domain-06-zone-01-parking_availability,domain-06-root,domain-06-zone-01,stadium_area,parking_availability,archival|realtime|recent,commuter_transit_hub|curbside_short_stay|event_overflow|resident_night|stadium_guidance,631,0.48036,18,/hiroute/domain-06/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-06,2,domain-06-domain-06-zone-01-parking_availability-mc-1,domain-06-domain-06-zone-01-parking_availability,domain-06-zone-01,stadium_area,parking_availability,archival|realtime|recent,commuter_transit_hub|curbside_short_stay|resident_night|stadium_guidance,632,0.520985,9,/hiroute/domain-06/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-06,2,domain-06-domain-06-zone-01-parking_availability-mc-2,domain-06-domain-06-zone-01-parking_availability,domain-06-zone-01,stadium_area,parking_availability,archival|realtime|recent,curbside_short_stay|event_overflow|resident_night|stadium_guidance,633,0.434062,9,/hiroute/domain-06/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-06,1,domain-06-domain-06-zone-01-rainfall,domain-06-root,domain-06-zone-01,stadium_area,rainfall,archival|realtime|recent,commuter_downpour|drainage_overflow|shower_burst|storm_runoff|venue_queue_rain,634,0.437353,12,/hiroute/domain-06/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-06,2,domain-06-domain-06-zone-01-rainfall-mc-1,domain-06-domain-06-zone-01-rainfall,domain-06-zone-01,stadium_area,rainfall,archival|realtime|recent,drainage_overflow|storm_runoff|venue_queue_rain,635,0.347857,6,/hiroute/domain-06/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-06,2,domain-06-domain-06-zone-01-rainfall-mc-2,domain-06-domain-06-zone-01-rainfall,domain-06-zone-01,stadium_area,rainfall,realtime|recent,commuter_downpour|shower_burst|storm_runoff,636,0.446122,6,/hiroute/domain-06/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-06,1,domain-06-domain-06-zone-01-street_light_state,domain-06-root,domain-06-zone-01,stadium_area,street_light_state,archival|realtime|recent,dimming_schedule|maintenance_flicker|outage_cluster|school_perimeter_fault|stadium_egress_lighting,637,0.457898,18,/hiroute/domain-06/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-06,2,domain-06-domain-06-zone-01-street_light_state-mc-1,domain-06-domain-06-zone-01-street_light_state,domain-06-zone-01,stadium_area,street_light_state,archival|realtime|recent,dimming_schedule|maintenance_flicker|school_perimeter_fault|stadium_egress_lighting,638,0.410812,9,/hiroute/domain-06/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-06,2,domain-06-domain-06-zone-01-street_light_state-mc-2,domain-06-domain-06-zone-01-street_light_state,domain-06-zone-01,stadium_area,street_light_state,archival|realtime|recent,dimming_schedule|outage_cluster|school_perimeter_fault|stadium_egress_lighting,639,0.520648,9,/hiroute/domain-06/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-06,1,domain-06-domain-06-zone-01-temperature,domain-06-root,domain-06-zone-01,stadium_area,temperature,archival|realtime|recent,cooling_gap|facade_reflection|heat_island|microclimate_shift|pedestrian_comfort,640,0.425278,12,/hiroute/domain-06/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-06,2,domain-06-domain-06-zone-01-temperature-mc-1,domain-06-domain-06-zone-01-temperature,domain-06-zone-01,stadium_area,temperature,archival|realtime|recent,cooling_gap|facade_reflection|microclimate_shift|pedestrian_comfort,641,0.381304,6,/hiroute/domain-06/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-06,2,domain-06-domain-06-zone-01-temperature-mc-2,domain-06-domain-06-zone-01-temperature,domain-06-zone-01,stadium_area,temperature,realtime|recent,cooling_gap|heat_island|microclimate_shift|pedestrian_comfort,642,0.45782,6,/hiroute/domain-06/controller,smartcity_v3::hiroute_hkm_v1,60000,64
domain-06,1,domain-06-domain-06-zone-01-traffic_speed,domain-06-root,domain-06-zone-01,stadium_area,traffic_speed,archival|realtime|recent,bus_lane_delay|congestion_spillback|event_dispersal|freight_corridor_slowdown|school_zone_slowdown,643,0.474846,12,/hiroute/domain-06/controller,smartcity_v3::hiroute_hkm_v1,60000,64
