object_id,object_text_id,embedding_row
obj-03-03-noise_level-02-ncf01,text-obj-03-03-noise_level-02-ncf01,1418
obj-03-03-noise_level-02-snm01,text-obj-03-03-noise_level-02-snm01,1419
obj-03-03-noise_level-02-snm02,text-obj-03-03-noise_level-02-snm02,1420
obj-03-03-noise_level-02-snm03,text-obj-03-03-noise_level-02-snm03,1421
obj-03-03-noise_level-03,text-obj-03-03-noise_level-03,1422
obj-03-03-noise_level-03-cnm01,text-obj-03-03-noise_level-03-cnm01,1423
obj-03-03-noise_level-03-ncf01,text-obj-03-03-noise_level-03-ncf01,1424
obj-03-03-noise_level-03-snm01,text-obj-03-03-noise_level-03-snm01,1425
obj-03-03-noise_level-03-snm02,text-obj-03-03-noise_level-03-snm02,1426
obj-03-03-noise_level-03-snm03,text-obj-03-03-noise_level-03-snm03,1427
obj-03-03-parking_availability-01,text-obj-03-03-parking_availability-01,1428
obj-03-03-parking_availability-01-cnm01,text-obj-03-03-parking_availability-01-cnm01,1429
obj-03-03-parking_availability-01-ncf01,text-obj-03-03-parking_availability-01-ncf01,1430
obj-03-03-parking_availability-01-snm01,text-obj-03-03-parking_availability-01-snm01,1431
obj-03-03-parking_availability-01-snm02,text-obj-03-03-parking_availability-01-snm02,1432
obj-03-03-parking_availability-01-snm03,text-obj-03-03-parking_availability-01-snm03,1433
obj-03-03-parking_availability-02,text-obj-03-03-parking_availability-02,1434
obj-03-03-parking_availability-02-cnm01,text-obj-03-03-parking_availability-02-cnm01,1435
obj-03-03-parking_availability-02-ncf01,text-obj-03-03-parking_availability-02-ncf01,1436
obj-03-03-parking_availability-02-snm01,text-obj-03-03-parking_availability-02-snm01,1437
obj-03-03-parking_availability-02-snm02,text-obj-03-03-parking_availability-02-snm02,1438
obj-03-03-parking_availability-02-snm03,text-obj-03-03-parking_availability-02-snm03,1439
obj-03-03-rainfall-01,text-obj-03-03-rainfall-01,1440
obj-03-03-rainfall-01-cnm01,text-obj-03-03-rainfall-01-cnm01,1441
obj-03-03-rainfall-01-ncf01,text-obj-03-03-rainfall-01-ncf01,1442
obj-03-03-rainfall-01-snm01,text-obj-03-03-rainfall-01-snm01,1443
obj-03-03-rainfall-01-snm02,text-obj-03-03-rainfall-01-snm02,1444
obj-03-03-rainfall-01-snm03,text-obj-03-03-rainfall-01-snm03,1445
obj-03-03-rainfall-02,text-obj-03-03-rainfall-02,1446
obj-03-03-rainfall-02-cnm01,text-obj-03-03-rainfall-02-cnm01,1447
obj-03-03-rainfall-02-ncf01,text-obj-03-03-rainfall-02-ncf01,1448
obj-03-03-rainfall-02-snm01,text-obj-03-03-rainfall-02-snm01,1449
obj-03-03-rainfall-02-snm02,text-obj-03-03-rainfall-02-snm02,1450
obj-03-03-rainfall-02-snm03,text-obj-03-03-rainfall-02-snm03,1451
obj-03-03-street_light_state-01,text-obj-03-03-street_light_state-01,1452
obj-03-03-street_light_state-01-cnm01,text-obj-03-03-street_light_state-01-cnm01,1453
obj-03-03-street_light_state-01-ncf01,text-obj-03-03-street_light_state-01-ncf01,1454
obj-03-03-street_light_state-01-snm01,text-obj-03-03-street_light_state-01-snm01,1455
obj-03-03-street_light_state-01-snm02,text-obj-03-03-street_light_state-01-snm02,1456
obj-03-03-street_light_state-01-snm03,text-obj-03-03-street_light_state-01-snm03,1457
obj-03-03-street_light_state-02,text-obj-03-03-street_light_state-02,1458
obj-03-03-street_light_state-02-cnm01,text-obj-03-03-street_light_state-02-cnm01,1459
obj-03-03-street_light_state-02-ncf01,text-obj-03-03-street_light_state-02-ncf01,1460
obj-03-03-street_light_state-02-snm01,text-obj-03-03-street_light_state-02-snm01,1461
obj-03-03-street_light_state-02-snm02,text-obj-03-03-street_light_state-02-snm02,1462
obj-03-03-street_light_state-02-snm03,text-obj-03-03-street_light_state-02-snm03,1463
obj-03-03-street_light_state-03,text-obj-03-03-street_light_state-03,1464
obj-03-03-street_light_state-03-cnm01,text-obj-03-03-street_light_state-03-cnm01,1465
obj-03-03-street_light_state-03-ncf01,text-obj-03-03-street_light_state-03-ncf01,1466
obj-03-03-street_light_state-03-snm01,text-obj-03-03-street_light_state-03-snm01,1467
obj-03-03-street_light_state-03-snm02,text-obj-03-03-street_light_state-03-snm02,1468
obj-03-03-street_light_state-03-snm03,text-obj-03-03-street_light_state-03-snm03,1469
obj-03-03-temperature-01,text-obj-03-03-temperature-01,1470
obj-03-03-temperature-01-cnm01,text-obj-03-03-temperature-01-cnm01,1471
obj-03-03-temperature-01-ncf01,text-obj-03-03-temperature-01-ncf01,1472
obj-03-03-temperature-01-snm01,text-obj-03-03-temperature-01-snm01,1473
obj-03-03-temperature-01-snm02,text-obj-03-03-temperature-01-snm02,1474
obj-03-03-temperature-01-snm03,text-obj-03-03-temperature-01-snm03,1475
obj-03-03-temperature-02,text-obj-03-03-temperature-02,1476
obj-03-03-temperature-02-cnm01,text-obj-03-03-temperature-02-cnm01,1477
obj-03-03-temperature-02-ncf01,text-obj-03-03-temperature-02-ncf01,1478
obj-03-03-temperature-02-snm01,text-obj-03-03-temperature-02-snm01,1479
obj-03-03-temperature-02-snm02,text-obj-03-03-temperature-02-snm02,1480
obj-03-03-temperature-02-snm03,text-obj-03-03-temperature-02-snm03,1481
obj-03-03-traffic_speed-01,text-obj-03-03-traffic_speed-01,1482
obj-03-03-traffic_speed-01-cnm01,text-obj-03-03-traffic_speed-01-cnm01,1483
obj-03-03-traffic_speed-01-ncf01,text-obj-03-03-traffic_speed-01-ncf01,1484
obj-03-03-traffic_speed-01-snm01,text-obj-03-03-traffic_speed-01-snm01,1485
obj-03-03-traffic_speed-01-snm02,text-obj-03-03-traffic_speed-01-snm02,1486
obj-03-03-traffic_speed-01-snm03,text-obj-03-03-traffic_speed-01-snm03,1487
obj-03-03-traffic_speed-02,text-obj-03-03-traffic_speed-02,1488
obj-03-03-traffic_speed-02-cnm01,text-obj-03-03-traffic_speed-02-cnm01,1489
obj-03-03-traffic_speed-02-ncf01,text-obj-03-03-traffic_speed-02-ncf01,1490
obj-03-03-traffic_speed-02-snm01,text-obj-03-03-traffic_speed-02-snm01,1491
obj-03-03-traffic_speed-02-snm02,text-obj-03-03-traffic_speed-02-snm02,1492
obj-03-03-traffic_speed-02-snm03,text-obj-03-03-traffic_speed-02-snm03,1493
obj-03-03-traffic_speed-03,text-obj-03-03-traffic_speed-03,1494
obj-03-03-traffic_speed-03-cnm01,text-obj-03-03-traffic_speed-03-cnm01,1495
obj-03-03-traffic_speed-03-ncf01,text-obj-03-03-traffic_speed-03-ncf01,1496
obj-03-03-traffic_speed-03-snm01,text-obj-03-03-traffic_speed-03-snm01,1497
obj-03-03-traffic_speed-03-snm02,text-obj-03-03-traffic_speed-03-snm02,1498
obj-03-03-traffic_speed-03-snm03,text-obj-03-03-traffic_speed-03-snm03,1499
obj-03-04-air_quality_co2-01,text-obj-03-04-air_quality_co2-01,1500
obj-03-04-air_quality_co2-01-cnm01,text-obj-03-04-air_quality_co2-01-cnm01,1501
obj-03-04-air_quality_co2-01-ncf01,text-obj-03-04-air_quality_co2-01-ncf01,1502
obj-03-04-air_quality_co2-01-snm01,text-obj-03-04-air_quality_co2-01-snm01,1503
obj-03-04-air_quality_co2-01-snm02,text-obj-03-04-air_quality_co2-01-snm02,1504
obj-03-04-air_quality_co2-01-snm03,text-obj-03-04-air_quality_co2-01-snm03,1505
obj-03-04-air_quality_co2-02,text-obj-03-04-air_quality_co2-02,1506
obj-03-04-air_quality_co2-02-cnm01,text-obj-03-04-air_quality_co2-02-cnm01,1507
obj-03-04-air_quality_co2-02-ncf01,text-obj-03-04-air_quality_co2-02-ncf01,1508
obj-03-04-air_quality_co2-02-snm01,text-obj-03-04-air_quality_co2-02-snm01,1509
obj-03-04-air_quality_co2-02-snm02,text-obj-03-04-air_quality_co2-02-snm02,1510
obj-03-04-air_quality_co2-02-snm03,text-obj-03-04-air_quality_co2-02-snm03,1511
obj-03-04-air_quality_pm25-01,text-obj-03-04-air_quality_pm25-01,1512
obj-03-04-air_quality_pm25-01-cnm01,text-obj-03-04-air_quality_pm25-01-cnm01,1513
obj-03-04-air_quality_pm25-01-ncf01,text-obj-03-04-air_quality_pm25-01-ncf01,1514
obj-03-04-air_quality_pm25-01-snm01,text-obj-03-04-air_quality_pm25-01-snm01,1515
obj-03-04-air_quality_pm25-01-snm02,text-obj-03-04-air_quality_pm25-01-snm02,1516
obj-03-04-air_quality_pm25-01-snm03,text-obj-03-04-air_quality_pm25-01-snm03,1517
obj-03-04-air_quality_pm25-02,text-obj-03-04-air_quality_pm25-02,1518
obj-03-04-air_quality_pm25-02-cnm01,text-obj-03-04-air_quality_pm25-02-cnm01,1519
obj-03-04-air_quality_pm25-02-ncf01,text-obj-03-04-air_quality_pm25-02-ncf01,1520
obj-03-04-air_quality_pm25-02-snm01,text-obj-03-04-air_quality_pm25-02-snm01,1521
obj-03-04-air_quality_pm25-02-snm02,text-obj-03-04-air_quality_pm25-02-snm02,1522
obj-03-04-air_quality_pm25-02-snm03,text-obj-03-04-air_quality_pm25-02-snm03,1523
obj-03-04-bus_arrival-01,text-obj-03-04-bus_arrival-01,1524
obj-03-04-bus_arrival-01-cnm01,text-obj-03-04-bus_arrival-01-cnm01,1525
obj-03-04-bus_arrival-01-ncf01,text-obj-03-04-bus_arrival-01-ncf01,1526
obj-03-04-bus_arrival-01-snm01,text-obj-03-04-bus_arrival-01-snm01,1527
obj-03-04-bus_arrival-01-snm02,text-obj-03-04-bus_arrival-01-snm02,1528
obj-03-04-bus_arrival-01-snm03,text-obj-03-04-bus_arrival-01-snm03,1529
obj-03-04-bus_arrival-02,text-obj-03-04-bus_arrival-02,1530
obj-03-04-bus_arrival-02-cnm01,text-obj-03-04-bus_arrival-02-cnm01,1531
obj-03-04-bus_arrival-02-ncf01,text-obj-03-04-bus_arrival-02-ncf01,1532
obj-03-04-bus_arrival-02-snm01,text-obj-03-04-bus_arrival-02-snm01,1533
obj-03-04-bus_arrival-02-snm02,text-obj-03-04-bus_arrival-02-snm02,1534
obj-03-04-bus_arrival-02-snm03,text-obj-03-04-bus_arrival-02-snm03,1535
obj-03-04-humidity-01,text-obj-03-04-humidity-01,1536
obj-03-04-humidity-01-cnm01,text-obj-03-04-humidity-01-cnm01,1537
obj-03-04-humidity-01-ncf01,text-obj-03-04-humidity-01-ncf01,1538
obj-03-04-humidity-01-snm01,text-obj-03-04-humidity-01-snm01,1539
obj-03-04-humidity-01-snm02,text-obj-03-04-humidity-01-snm02,1540
obj-03-04-humidity-01-snm03,text-obj-03-04-humidity-01-snm03,1541
obj-03-04-humidity-02,text-obj-03-04-humidity-02,1542
obj-03-04-humidity-02-cnm01,text-obj-03-04-humidity-02-cnm01,1543
obj-03-04-humidity-02-ncf01,text-obj-03-04-humidity-02-ncf01,1544
obj-03-04-humidity-02-snm01,text-obj-03-04-humidity-02-snm01,1545
obj-03-04-humidity-02-snm02,text-obj-03-04-humidity-02-snm02,1546
obj-03-04-humidity-02-snm03,text-obj-03-04-humidity-02-snm03,1547
obj-03-04-noise_level-01,text-obj-03-04-noise_level-01,1548
obj-03-04-noise_level-01-cnm01,text-obj-03-04-noise_level-01-cnm01,1549
obj-03-04-noise_level-01-ncf01,text-obj-03-04-noise_level-01-ncf01,1550
obj-03-04-noise_level-01-snm01,text-obj-03-04-noise_level-01-snm01,1551
obj-03-04-noise_level-01-snm02,text-obj-03-04-noise_level-01-snm02,1552
obj-03-04-noise_level-01-snm03,text-obj-03-04-noise_level-01-snm03,1553
obj-03-04-noise_level-02,text-obj-03-04-noise_level-02,1554
obj-03-04-noise_level-02-cnm01,text-obj-03-04-noise_level-02-cnm01,1555
obj-03-04-noise_level-02-ncf01,text-obj-03-04-noise_level-02-ncf01,1556
obj-03-04-noise_level-02-snm01,text-obj-03-04-noise_level-02-snm01,1557
obj-03-04-noise_level-02-snm02,text-obj-03-04-noise_level-02-snm02,1558
obj-03-04-noise_level-02-snm03,text-obj-03-04-noise_level-02-snm03,1559
obj-03-04-noise_level-03,text-obj-03-04-noise_level-03,1560
obj-03-04-noise_level-03-cnm01,text-obj-03-04-noise_level-03-cnm01,1561
obj-03-04-noise_level-03-ncf01,text-obj-03-04-noise_level-03-ncf01,1562
obj-03-04-noise_level-03-snm01,text-obj-03-04-noise_level-03-snm01,1563
obj-03-04-noise_level-03-snm02,text-obj-03-04-noise_level-03-snm02,1564
obj-03-04-noise_level-03-snm03,text-obj-03-04-noise_level-03-snm03,1565
obj-03-04-parking_availability-01,text-obj-03-04-parking_availability-01,1566
obj-03-04-parking_availability-01-cnm01,text-obj-03-04-parking_availability-01-cnm01,1567
obj-03-04-parking_availability-01-ncf01,text-obj-03-04-parking_availability-01-ncf01,1568
obj-03-04-parking_availability-01-snm01,text-obj-03-04-parking_availability-01-snm01,1569
obj-03-04-parking_availability-01-snm02,text-obj-03-04-parking_availability-01-snm02,1570
obj-03-04-parking_availability-01-snm03,text-obj-03-04-parking_availability-01-snm03,1571
obj-03-04-parking_availability-02,text-obj-03-04-parking_availability-02,1572
obj-03-04-parking_availability-02-cnm01,text-obj-03-04-parking_availability-02-cnm01,1573
obj-03-04-parking_availability-02-ncf01,text-obj-03-04-parking_availability-02-ncf01,1574
obj-03-04-parking_availability-02-snm01,text-obj-03-04-parking_availability-02-snm01,1575
obj-03-04-parking_availability-02-snm02,text-obj-03-04-parking_availability-02-snm02,1576
obj-03-04-parking_availability-02-snm03,text-obj-03-04-parking_availability-02-snm03,1577
obj-03-04-parking_availability-03,text-obj-03-04-parking_availability-03,1578
obj-03-04-parking_availability-03-cnm01,text-obj-03-04-parking_availability-03-cnm01,1579
obj-03-04-parking_availability-03-ncf01,text-obj-03-04-parking_availability-03-ncf01,1580
obj-03-04-parking_availability-03-snm01,text-obj-03-04-parking_availability-03-snm01,1581
obj-03-04-parking_availability-03-snm02,text-obj-03-04-parking_availability-03-snm02,1582
obj-03-04-parking_availability-03-snm03,text-obj-03-04-parking_availability-03-snm03,1583
obj-03-04-rainfall-01,text-obj-03-04-rainfall-01,1584
obj-03-04-rainfall-01-cnm01,text-obj-03-04-rainfall-01-cnm01,1585
obj-03-04-rainfall-01-ncf01,text-obj-03-04-rainfall-01-ncf01,1586
obj-03-04-rainfall-01-snm01,text-obj-03-04-rainfall-01-snm01,1587
obj-03-04-rainfall-01-snm02,text-obj-03-04-rainfall-01-snm02,1588
obj-03-04-rainfall-01-snm03,text-obj-03-04-rainfall-01-snm03,1589
obj-03-04-rainfall-02,text-obj-03-04-rainfall-02,1590
obj-03-04-rainfall-02-cnm01,text-obj-03-04-rainfall-02-cnm01,1591
obj-03-04-rainfall-02-ncf01,text-obj-03-04-rainfall-02-ncf01,1592
obj-03-04-rainfall-02-snm01,text-obj-03-04-rainfall-02-snm01,1593
obj-03-04-rainfall-02-snm02,text-obj-03-04-rainfall-02-snm02,1594
obj-03-04-rainfall-02-snm03,text-obj-03-04-rainfall-02-snm03,1595
obj-03-04-street_light_state-01,text-obj-03-04-street_light_state-01,1596
obj-03-04-street_light_state-01-cnm01,text-obj-03-04-street_light_state-01-cnm01,1597
obj-03-04-street_light_state-01-ncf01,text-obj-03-04-street_light_state-01-ncf01,1598
obj-03-04-street_light_state-01-snm01,text-obj-03-04-street_light_state-01-snm01,1599
obj-03-04-street_light_state-01-snm02,text-obj-03-04-street_light_state-01-snm02,1600
obj-03-04-street_light_state-01-snm03,text-obj-03-04-street_light_state-01-snm03,1601
obj-03-04-street_light_state-02,text-obj-03-04-street_light_state-02,1602
obj-03-04-street_light_state-02-cnm01,text-obj-03-04-street_light_state-02-cnm01,1603
obj-03-04-street_light_state-02-ncf01,text-obj-03-04-street_light_state-02-ncf01,1604
obj-03-04-street_light_state-02-snm01,text-obj-03-04-street_light_state-02-snm01,1605
obj-03-04-street_light_state-02-snm02,text-obj-03-04-street_light_state-02-snm02,1606
obj-03-04-street_light_state-02-snm03,text-obj-03-04-street_light_state-02-snm03,1607
obj-03-04-street_light_state-03,text-obj-03-04-street_light_state-03,1608
obj-03-04-street_light_state-03-cnm01,text-obj-03-04-street_light_state-03-cnm01,1609
obj-03-04-street_light_state-03-ncf01,text-obj-03-04-street_light_state-03-ncf01,1610
obj-03-04-street_light_state-03-snm01,text-obj-03-04-street_light_state-03-snm01,1611
obj-03-04-street_light_state-03-snm02,text-obj-03-04-street_light_state-03-snm02,1612
obj-03-04-street_light_state-03-snm03,text-obj-03-04-street_light_state-03-snm03,1613
obj-03-04-temperature-01,text-obj-03-04-temperature-01,1614
obj-03-04-temperature-01-cnm01,text-obj-03-04-temperature-01-cnm01,1615
obj-03-04-temperature-01-ncf01,text-obj-03-04-temperature-01-ncf01,1616
obj-03-04-temperature-01-snm01,text-obj-03-04-temperature-01-snm01,1617
obj-03-04-temperature-01-snm02,text-obj-03-04-temperature-01-snm02,1618
obj-03-04-temperature-01-snm03,text-obj-03-04-temperature-01-snm03,1619
obj-03-04-temperature-02,text-obj-03-04-temperature-02,1620
obj-03-04-temperature-02-cnm01,text-obj-03-04-temperature-02-cnm01,1621
obj-03-04-temperature-02-ncf01,text-obj-03-04-temperature-02-ncf01,1622
obj-03-04-temperature-02-snm01,text-obj-03-04-temperature-02-snm01,1623
obj-03-04-temperature-02-snm02,text-obj-03-04-temperature-02-snm02,1624
obj-03-04-temperature-02-snm03,text-obj-03-04-temperature-02-snm03,1625
obj-03-04-traffic_speed-01,text-obj-03-04-traffic_speed-01,1626
obj-03-04-traffic_speed-01-cnm01,text-obj-03-04-traffic_speed-01-cnm01,1627
obj-03-04-traffic_speed-01-ncf01,text-obj-03-04-traffic_speed-01-ncf01,1628
obj-03-04-traffic_speed-01-snm01,text-obj-03-04-traffic_speed-01-snm01,1629
obj-03-04-traffic_speed-01-snm02,text-obj-03-04-traffic_speed-01-snm02,1630
obj-03-04-traffic_speed-01-snm03,text-obj-03-04-traffic_speed-01-snm03,1631
obj-03-04-traffic_speed-02,text-obj-03-04-traffic_speed-02,1632
obj-03-04-traffic_speed-02-cnm01,text-obj-03-04-traffic_speed-02-cnm01,1633
obj-03-04-traffic_speed-02-ncf01,text-obj-03-04-traffic_speed-02-ncf01,1634
obj-03-04-traffic_speed-02-snm01,text-obj-03-04-traffic_speed-02-snm01,1635
obj-03-04-traffic_speed-02-snm02,text-obj-03-04-traffic_speed-02-snm02,1636
obj-03-04-traffic_speed-02-snm03,text-obj-03-04-traffic_speed-02-snm03,1637
obj-04-01-air_quality_co2-01,text-obj-04-01-air_quality_co2-01,1638
obj-04-01-air_quality_co2-01-cnm01,text-obj-04-01-air_quality_co2-01-cnm01,1639
obj-04-01-air_quality_co2-01-ncf01,text-obj-04-01-air_quality_co2-01-ncf01,1640
obj-04-01-air_quality_co2-01-snm01,text-obj-04-01-air_quality_co2-01-snm01,1641
obj-04-01-air_quality_co2-01-snm02,text-obj-04-01-air_quality_co2-01-snm02,1642
obj-04-01-air_quality_co2-01-snm03,text-obj-04-01-air_quality_co2-01-snm03,1643
obj-04-01-air_quality_co2-02,text-obj-04-01-air_quality_co2-02,1644
obj-04-01-air_quality_co2-02-cnm01,text-obj-04-01-air_quality_co2-02-cnm01,1645
obj-04-01-air_quality_co2-02-ncf01,text-obj-04-01-air_quality_co2-02-ncf01,1646
obj-04-01-air_quality_co2-02-snm01,text-obj-04-01-air_quality_co2-02-snm01,1647
obj-04-01-air_quality_co2-02-snm02,text-obj-04-01-air_quality_co2-02-snm02,1648
obj-04-01-air_quality_co2-02-snm03,text-obj-04-01-air_quality_co2-02-snm03,1649
obj-04-01-air_quality_co2-03,text-obj-04-01-air_quality_co2-03,1650
obj-04-01-air_quality_co2-03-cnm01,text-obj-04-01-air_quality_co2-03-cnm01,1651
obj-04-01-air_quality_co2-03-ncf01,text-obj-04-01-air_quality_co2-03-ncf01,1652
obj-04-01-air_quality_co2-03-snm01,text-obj-04-01-air_quality_co2-03-snm01,1653
obj-04-01-air_quality_co2-03-snm02,text-obj-04-01-air_quality_co2-03-snm02,1654
obj-04-01-air_quality_co2-03-snm03,text-obj-04-01-air_quality_co2-03-snm03,1655
obj-04-01-air_quality_pm25-01,text-obj-04-01-air_quality_pm25-01,1656
obj-04-01-air_quality_pm25-01-cnm01,text-obj-04-01-air_quality_pm25-01-cnm01,1657
obj-04-01-air_quality_pm25-01-ncf01,text-obj-04-01-air_quality_pm25-01-ncf01,1658
obj-04-01-air_quality_pm25-01-snm01,text-obj-04-01-air_quality_pm25-01-snm01,1659
obj-04-01-air_quality_pm25-01-snm02,text-obj-04-01-air_quality_pm25-01-snm02,1660
obj-04-01-air_quality_pm25-01-snm03,text-obj-04-01-air_quality_pm25-01-snm03,1661
obj-04-01-air_quality_pm25-02,text-obj-04-01-air_quality_pm25-02,1662
obj-04-01-air_quality_pm25-02-cnm01,text-obj-04-01-air_quality_pm25-02-cnm01,1663
obj-04-01-air_quality_pm25-02-ncf01,text-obj-04-01-air_quality_pm25-02-ncf01,1664
obj-04-01-air_quality_pm25-02-snm01,text-obj-04-01-air_quality_pm25-02-snm01,1665
obj-04-01-air_quality_pm25-02-snm02,text-obj-04-01-air_quality_pm25-02-snm02,1666
obj-04-01-air_quality_pm25-02-snm03,text-obj-04-01-air_quality_pm25-02-snm03,1667
obj-04-01-air_quality_pm25-03,text-obj-04-01-air_quality_pm25-03,1668
obj-04-01-air_quality_pm25-03-cnm01,text-obj-04-01-air_quality_pm25-03-cnm01,1669
obj-04-01-air_quality_pm25-03-ncf01,text-obj-04-01-air_quality_pm25-03-ncf01,1670
obj-04-01-air_quality_pm25-03-snm01,text-obj-04-01-air_quality_pm25-03-snm01,1671
obj-04-01-air_quality_pm25-03-snm02,text-obj-04-01-air_quality_pm25-03-snm02,1672
obj-04-01-air_quality_pm25-03-snm03,text-obj-04-01-air_quality_pm25-03-snm03,1673
obj-04-01-bus_arrival-01,text-obj-04-01-bus_arrival-01,1674
obj-04-01-bus_arrival-01-cnm01,text-obj-04-01-bus_arrival-01-cnm01,1675
obj-04-01-bus_arrival-01-ncf01,text-obj-04-01-bus_arrival-01-ncf01,1676
obj-04-01-bus_arrival-01-snm01,text-obj-04-01-bus_arrival-01-snm01,1677
obj-04-01-bus_arrival-01-snm02,text-obj-04-01-bus_arrival-01-snm02,1678
obj-04-01-bus_arrival-01-snm03,text-obj-04-01-bus_arrival-01-snm03,1679
obj-04-01-humidity-01,text-obj-04-01-humidity-01,1680
obj-04-01-humidity-01-cnm01,text-obj-04-01-humidity-01-cnm01,1681
obj-04-01-humidity-01-ncf01,text-obj-04-01-humidity-01-ncf01,1682
obj-04-01-humidity-01-snm01,text-obj-04-01-humidity-01-snm01,1683
obj-04-01-humidity-01-snm02,text-obj-04-01-humidity-01-snm02,1684
obj-04-01-humidity-01-snm03,text-obj-04-01-humidity-01-snm03,1685
obj-04-01-humidity-02,text-obj-04-01-humidity-02,1686
obj-04-01-humidity-02-cnm01,text-obj-04-01-humidity-02-cnm01,1687
obj-04-01-humidity-02-ncf01,text-obj-04-01-humidity-02-ncf01,1688
obj-04-01-humidity-02-snm01,text-obj-04-01-humidity-02-snm01,1689
obj-04-01-humidity-02-snm02,text-obj-04-01-humidity-02-snm02,1690
obj-04-01-humidity-02-snm03,text-obj-04-01-humidity-02-snm03,1691
obj-04-01-humidity-03,text-obj-04-01-humidity-03,1692
obj-04-01-humidity-03-cnm01,text-obj-04-01-humidity-03-cnm01,1693
obj-04-01-humidity-03-ncf01,text-obj-04-01-humidity-03-ncf01,1694
obj-04-01-humidity-03-snm01,text-obj-04-01-humidity-03-snm01,1695
obj-04-01-humidity-03-snm02,text-obj-04-01-humidity-03-snm02,1696
obj-04-01-humidity-03-snm03,text-obj-04-01-humidity-03-snm03,1697
obj-04-01-noise_level-01,text-obj-04-01-noise_level-01,1698
obj-04-01-noise_level-01-cnm01,text-obj-04-01-noise_level-01-cnm01,1699
obj-04-01-noise_level-01-ncf01,text-obj-04-01-noise_level-01-ncf01,1700
obj-04-01-noise_level-01-snm01,text-obj-04-01-noise_level-01-snm01,1701
obj-04-01-noise_level-01-snm02,text-obj-04-01-noise_level-01-snm02,1702
obj-04-01-noise_level-01-snm03,text-obj-04-01-noise_level-01-snm03,1703
obj-04-01-noise_level-02,text-obj-04-01-noise_level-02,1704
obj-04-01-noise_level-02-cnm01,text-obj-04-01-noise_level-02-cnm01,1705
obj-04-01-noise_level-02-ncf01,text-obj-04-01-noise_level-02-ncf01,1706
obj-04-01-noise_level-02-snm01,text-obj-04-01-noise_level-02-snm01,1707
obj-04-01-noise_level-02-snm02,text-obj-04-01-noise_level-02-snm02,1708
obj-04-01-noise_level-02-snm03,text-obj-04-01-noise_level-02-snm03,1709
obj-04-01-parking_availability-01,text-obj-04-01-parking_availability-01,1710
obj-04-01-parking_availability-01-cnm01,text-obj-04-01-parking_availability-01-cnm01,1711
obj-04-01-parking_availability-01-ncf01,text-obj-04-01-parking_availability-01-ncf01,1712
obj-04-01-parking_availability-01-snm01,text-obj-04-01-parking_availability-01-snm01,1713
obj-04-01-parking_availability-01-snm02,text-obj-04-01-parking_availability-01-snm02,1714
obj-04-01-parking_availability-01-snm03,text-obj-04-01-parking_availability-01-snm03,1715
obj-04-01-rainfall-01,text-obj-04-01-rainfall-01,1716
obj-04-01-rainfall-01-cnm01,text-obj-04-01-rainfall-01-cnm01,1717
obj-04-01-rainfall-01-ncf01,text-obj-04-01-rainfall-01-ncf01,1718
obj-04-01-rainfall-01-snm01,text-obj-04-01-rainfall-01-snm01,1719
obj-04-01-rainfall-01-snm02,text-obj-04-01-rainfall-01-snm02,1720
obj-04-01-rainfall-01-snm03,text-obj-04-01-rainfall-01-snm03,1721
obj-04-01-rainfall-02,text-obj-04-01-rainfall-02,1722
obj-04-01-rainfall-02-cnm01,text-obj-04-01-rainfall-02-cnm01,1723
obj-04-01-rainfall-02-ncf01,text-obj-04-01-rainfall-02-ncf01,1724
obj-04-01-rainfall-02-snm01,text-obj-04-01-rainfall-02-snm01,1725
obj-04-01-rainfall-02-snm02,text-obj-04-01-rainfall-02-snm02,1726
obj-04-01-rainfall-02-snm03,text-obj-04-01-rainfall-02-snm03,1727
obj-04-01-street_light_state-01,text-obj-04-01-street_light_state-01,1728
obj-04-01-street_light_state-01-cnm01,text-obj-04-01-street_light_state-01-cnm01,1729
obj-04-01-street_light_state-01-ncf01,text-obj-04-01-street_light_state-01-ncf01,1730
obj-04-01-street_light_state-01-snm01,text-obj-04-01-street_light_state-01-snm01,1731
obj-04-01-street_light_state-01-snm02,text-obj-04-01-street_light_state-01-snm02,1732
obj-04-01-street_light_state-01-snm03,text-obj-04-01-street_light_state-01-snm03,1733
obj-04-01-street_light_state-02,text-obj-04-01-street_light_state-02,1734
obj-04-01-street_light_state-02-cnm01,text-obj-04-01-street_light_state-02-cnm01,1735
obj-04-01-street_light_state-02-ncf01,text-obj-04-01-street_light_state-02-ncf01,1736
obj-04-01-street_light_state-02-snm01,text-obj-04-01-street_light_state-02-snm01,1737
obj-04-01-street_light_state-02-snm02,text-obj-04-01-street_light_state-02-snm02,1738
obj-04-01-street_light_state-02-snm03,text-obj-04-01-street_light_state-02-snm03,1739
obj-04-01-temperature-01,text-obj-04-01-temperature-01,1740
obj-04-01-temperature-01-cnm01,text-obj-04-01-temperature-01-cnm01,1741
obj-04-01-temperature-01-ncf01,text-obj-04-01-temperature-01-ncf01,1742
obj-04-01-temperature-01-snm01,text-obj-04-01-temperature-01-snm01,1743
obj-04-01-temperature-01-snm02,text-obj-04-01-temperature-01-snm02,1744
obj-04-01-temperature-01-snm03,text-obj-04-01-temperature-01-snm03,1745
obj-04-01-temperature-02,text-obj-04-01-temperature-02,1746
obj-04-01-temperature-02-cnm01,text-obj-04-01-temperature-02-cnm01,1747
