centroid_row,domain_id,level,cell_id
425,domain-04,2,domain-04-domain-04-zone-02-rainfall-mc-1
426,domain-04,2,domain-04-domain-04-zone-02-rainfall-mc-2
427,domain-04,1,domain-04-domain-04-zone-02-street_light_state
428,domain-04,2,domain-04-domain-04-zone-02-street_light_state-mc-1
429,domain-04,2,domain-04-domain-04-zone-02-street_light_state-mc-2
430,domain-04,1,domain-04-domain-04-zone-02-temperature
431,domain-04,2,domain-04-domain-04-zone-02-temperature-mc-1
432,domain-04,2,domain-04-domain-04-zone-02-temperature-mc-2
433,domain-04,1,domain-04-domain-04-zone-02-traffic_speed
434,domain-04,2,domain-04-domain-04-zone-02-traffic_speed-mc-1
435,domain-04,2,domain-04-domain-04-zone-02-traffic_speed-mc-2
436,domain-04,1,domain-04-domain-04-zone-03-air_quality_co2
437,domain-04,2,domain-04-domain-04-zone-03-air_quality_co2-mc-1
438,domain-04,2,domain-04-domain-04-zone-03-air_quality_co2-mc-2
439,domain-04,1,domain-04-domain-04-zone-03-air_quality_pm25
440,domain-04,2,domain-04-domain-04-zone-03-air_quality_pm25-mc-1
441,domain-04,2,domain-04-domain-04-zone-03-air_quality_pm25-mc-2
442,domain-04,1,domain-04-domain-04-zone-03-bus_arrival
443,domain-04,2,domain-04-domain-04-zone-03-bus_arrival-mc-1
444,domain-04,2,domain-04-domain-04-zone-03-bus_arrival-mc-2
445,domain-04,1,domain-04-domain-04-zone-03-humidity
446,domain-04,2,domain-04-domain-04-zone-03-humidity-mc-1
447,domain-04,2,domain-04-domain-04-zone-03-humidity-mc-2
448,domain-04,1,domain-04-domain-04-zone-03-noise_level
449,domain-04,2,domain-04-domain-04-zone-03-noise_level-mc-1
450,domain-04,2,domain-04-domain-04-zone-03-noise_level-mc-2
451,domain-04,1,domain-04-domain-04-zone-03-parking_availability
452,domain-04,2,domain-04-domain-04-zone-03-parking_availability-mc-1
453,domain-04,2,domain-04-domain-04-zone-03-parking_availability-mc-2
454,domain-04,1,domain-04-domain-04-zone-03-rainfall
455,domain-04,2,domain-04-domain-04-zone-03-rainfall-mc-1
456,domain-04,2,domain-04-domain-04-zone-03-rainfall-mc-2
457,domain-04,1,domain-04-domain-04-zone-03-street_light_state
458,domain-04,2,domain-04-domain-04-zone-03-street_light_state-mc-1
459,domain-04,2,domain-04-domain-04-zone-03-street_light_state-mc-2
460,domain-04,1,domain-04-domain-04-zone-03-temperature
461,domain-04,2,domain-04-domain-04-zone-03-temperature-mc-1
462,domain-04,2,domain-04-domain-04-zone-03-temperature-mc-2
463,domain-04,1,domain-04-domain-04-zone-03-traffic_speed
464,domain-04,2,domain-04-domain-04-zone-03-traffic_speed-mc-1
465,domain-04,2,domain-04-domain-04-zone-03-traffic_speed-mc-2
466,domain-04,1,domain-04-domain-04-zone-04-air_quality_co2
467,domain-04,2,domain-04-domain-04-zone-04-air_quality_co2-mc-1
468,domain-04,2,domain-04-domain-04-zone-04-air_quality_co2-mc-2
469,domain-04,1,domain-04-domain-04-zone-04-air_quality_pm25
470,domain-04,2,domain-04-domain-04-zone-04-air_quality_pm25-mc-1
471,domain-04,2,domain-04-domain-04-zone-04-air_quality_pm25-mc-2
472,domain-04,1,domain-04-domain-04-zone-04-bus_arrival
473,domain-04,2,domain-04-domain-04-zone-04-bus_arrival-mc-1
474,domain-04,2,domain-04-domain-04-zone-04-bus_arrival-mc-2
475,domain-04,1,domain-04-domain-04-zone-04-humidity
476,domain-04,2,domain-04-domain-04-zone-04-humidity-mc-1
477,domain-04,2,domain-04-domain-04-zone-04-humidity-mc-2
478,domain-04,1,domain-04-domain-04-zone-04-noise_level
479,domain-04,2,domain-04-domain-04-zone-04-noise_level-mc-1
480,domain-04,2,domain-04-domain-04-zone-04-noise_level-mc-2
481,domain-04,1,domain-04-domain-04-zone-04-parking_availability
482,domain-04,2,domain-04-domain-04-zone-04-parking_availability-mc-1
483,domain-04,2,domain-04-domain-04-zone-04-parking_availability-mc-2
484,domain-04,1,domain-04-domain-04-zone-04-rainfall
485,domain-04,2,domain-04-domain-04-zone-04-rainfall-mc-1
486,domain-04,2,domain-04-domain-04-zone-04-rainfall-mc-2
487,domain-04,1,domain-04-domain-04-zone-04-street_light_state
488,domain-04,2,domain-04-domain-04-zone-04-street_light_state-mc-1
489,domain-04,2,domain-04-domain-04-zone-04-street_light_state-mc-2
490,domain-04,1,domain-04-domain-04-zone-04-temperature
491,domain-04,2,domain-04-domain-04-zone-04-temperature-mc-1
492,domain-04,2,domain-04-domain-04-zone-04-temperature-mc-2
493,domain-04,1,domain-04-domain-04-zone-04-traffic_speed
494,domain-04,2,domain-04-domain-04-zone-04-traffic_speed-mc-1
495,domain-04,2,domain-04-domain-04-zone-04-traffic_speed-mc-2
496,domain-05,1,domain-05-domain-05-zone-01-air_quality_co2
497,domain-05,2,domain-05-domain-05-zone-01-air_quality_co2-mc-1
498,domain-05,2,domain-05-domain-05-zone-01-air_quality_co2-mc-2
499,domain-05,1,domain-05-domain-05-zone-01-air_quality_pm25
500,domain-05,2,domain-05-domain-05-zone-01-air_quality_pm25-mc-1
501,domain-05,2,domain-05-domain-05-zone-01-air_quality_pm25-mc-2
502,domain-05,1,domain-05-domain-05-zone-01-bus_arrival
503,domain-05,2,domain-05-domain-05-zone-01-bus_arrival-mc-1
504,domain-05,2,domain-05-domain-05-zone-01-bus_arrival-mc-2
505,domain-05,1,domain-05-domain-05-zone-01-humidity
506,domain-05,2,domain-05-domain-05-zone-01-humidity-mc-1
507,domain-05,2,domain-05-domain-05-zone-01-humidity-mc-2
508,domain-05,1,domain-05-domain-05-zone-01-noise_level
509,domain-05,2,domain-05-domain-05-zone-01-noise_level-mc-1
510,domain-05,2,domain-05-domain-05-zone-01-noise_level-mc-2
511,domain-05,1,domain-05-domain-05-zone-01-parking_availability
512,domain-05,2,domain-05-domain-05-zone-01-parking_availability-mc-1
513,domain-05,2,domain-05-domain-05-zone-01-parking_availability-mc-2
514,domain-05,1,domain-05-domain-05-zone-01-rainfall
515,domain-05,2,domain-05-domain-05-zone-01-rainfall-mc-1
516,domain-05,2,domain-05-domain-05-zone-01-rainfall-mc-2
517,domain-05,1,domain-05-domain-05-zone-01-street_light_state
518,domain-05,2,domain-05-domain-05-zone-01-street_light_state-mc-1
519,domain-05,2,domain-05-domain-05-zone-01-street_light_state-mc-2
520,domain-05,1,domain-05-domain-05-zone-01-temperature
521,domain-05,2,domain-05-domain-05-zone-01-temperature-mc-1
522,domain-05,2,domain-05-domain-05-zone-01-temperature-mc-2
523,domain-05,1,domain-05-domain-05-zone-01-traffic_speed
524,domain-05,2,domain-05-domain-05-zone-01-traffic_speed-mc-1
525,domain-05,2,domain-05-domain-05-zone-01-traffic_speed-mc-2
526,domain-05,1,domain-05-domain-05-zone-02-air_quality_co2
527,domain-05,2,domain-05-domain-05-zone-02-air_quality_co2-mc-1
528,domain-05,2,domain-05-domain-05-zone-02-air_quality_co2-mc-2
529,domain-05,1,domain-05-domain-05-zone-02-air_quality_pm25
530,domain-05,2,domain-05-domain-05-zone-02-air_quality_pm25-mc-1
531,domain-05,2,domain-05-domain-05-zone-02-air_quality_pm25-mc-2
532,domain-05,1,domain-05-domain-05-zone-02-bus_arrival
533,domain-05,2,domain-05-domain-05-zone-02-bus_arrival-mc-1
534,domain-05,2,domain-05-domain-05-zone-02-bus_arrival-mc-2
535,domain-05,1,domain-05-domain-05-zone-02-humidity
536,domain-05,2,domain-05-domain-05-zone-02-humidity-mc-1
537,domain-05,2,domain-05-domain-05-zone-02-humidity-mc-2
538,domain-05,1,domain-05-domain-05-zone-02-noise_level
539,domain-05,2,domain-05-domain-05-zone-02-noise_level-mc-1
540,domain-05,2,domain-05-domain-05-zone-02-noise_level-mc-2
541,domain-05,1,domain-05-domain-05-zone-02-parking_availability
542,domain-05,2,domain-05-domain-05-zone-02-parking_availability-mc-1
543,domain-05,2,domain-05-domain-05-zone-02-parking_availability-mc-2
544,domain-05,1,domain-05-domain-05-zone-02-rainfall
545,domain-05,2,domain-05-domain-05-zone-02-rainfall-mc-1
546,domain-05,2,domain-05-domain-05-zone-02-rainfall-mc-2
547,domain-05,1,domain-05-domain-05-zone-02-street_light_state
548,domain-05,2,domain-05-domain-05-zone-02-street_light_state-mc-1
549,domain-05,2,domain-05-domain-05-zone-02-street_light_state-mc-2
550,domain-05,1,domain-05-domain-05-zone-02-temperature
551,domain-05,2,domain-05-domain-05-zone-02-temperature-mc-1
552,domain-05,2,domain-05-domain-05-zone-02-temperature-mc-2
553,domain-05,1,domain-05-domain-05-zone-02-traffic_speed
554,domain-05,2,domain-05-domain-05-zone-02-traffic_speed-mc-1
555,domain-05,2,domain-05-domain-05-zone-02-traffic_speed-mc-2
556,domain-05,1,domain-05-domain-05-zone-03-air_quality_co2
557,domain-05,2,domain-05-domain-05-zone-03-air_quality_co2-mc-1
558,domain-05,2,domain-05-domain-05-zone-03-air_quality_co2-mc-2
559,domain-05,1,domain-05-domain-05-zone-03-air_quality_pm25
560,domain-05,2,domain-05-domain-05-zone-03-air_quality_pm25-mc-1
561,domain-05,2,domain-05-domain-05-zone-03-air_quality_pm25-mc-2
562,domain-05,1,domain-05-domain-05-zone-03-bus_arrival
563,domain-05,2,domain-05-domain-05-zone-03-bus_arrival-mc-1
564,domain-05,2,domain-05-domain-05-zone-03-bus_arrival-mc-2
565,domain-05,1,domain-05-domain-05-zone-03-humidity
566,domain-05,2,domain-05-domain-05-zone-03-humidity-mc-1
567,domain-05,2,domain-05-domain-05-zone-03-humidity-mc-2
568,domain-05,1,domain-05-domain-05-zone-03-noise_level
569,domain-05,2,domain-05-domain-05-zone-03-noise_level-mc-1
570,domain-05,2,domain-05-domain-05-zone-03-noise_level-mc-2
571,domain-05,1,domain-05-domain-05-zone-03-parking_availability
572,domain-05,2,domain-05-domain-05-zone-03-parking_availability-mc-1
573,domain-05,2,domain-05-domain-05-zone-03-parking_availability-mc-2
574,domain-05,1,domain-05-domain-05-zone-03-rainfall
575,domain-05,2,domain-05-domain-05-zone-03-rainfall-mc-1
576,domain-05,2,domain-05-domain-05-zone-03-rainfall-mc-2
577,domain-05,1,domain-05-domain-05-zone-03-street_light_state
578,domain-05,2,domain-05-domain-05-zone-03-street_light_state-mc-1
579,domain-05,2,domain-05-domain-05-zone-03-street_light_state-mc-2
580,domain-05,1,domain-05-domain-05-zone-03-temperature
581,domain-05,2,domain-05-domain-05-zone-03-temperature-mc-1
582,domain-05,2,domain-05-domain-05-zone-03-temperature-mc-2
583,domain-05,1,domain-05-domain-05-zone-03-traffic_speed
584,domain-05,2,domain-05-domain-05-zone-03-traffic_speed-mc-1
585,domain-05,2,domain-05-domain-05-zone-03-traffic_speed-mc-2
586,domain-05,1,domain-05-domain-05-zone-04-air_quality_co2
587,domain-05,2,domain-05-domain-05-zone-04-air_quality_co2-mc-1
588,domain-05,2,domain-05-domain-05-zone-04-air_quality_co2-mc-2
589,domain-05,1,domain-05-domain-05-zone-04-air_quality_pm25
590,domain-05,2,domain-05-domain-05-zone-04-air_quality_pm25-mc-1
591,domain-05,2,domain-05-domain-05-zone-04-air_quality_pm25-mc-2
592,domain-05,1,domain-05-domain-05-zone-04-bus_arrival
593,domain-05,2,domain-05-domain-05-zone-04-bus_arrival-mc-1
594,domain-05,2,domain-05-domain-05-zone-04-bus_arrival-mc-2
595,domain-05,1,domain-05-domain-05-zone-04-humidity
596,domain-05,2,domain-05-domain-05-zone-04-humidity-mc-1
597,domain-05,2,domain-05-domain-05-zone-04-humidity-mc-2
598,domain-05,1,domain-05-domain-05-zone-04-noise_level
599,domain-05,2,domain-05-domain-05-zone-04-noise_level-mc-1
600,domain-05,2,domain-05-domain-05-zone-04-noise_level-mc-2
601,domain-05,1,domain-05-domain-05-zone-04-parking_availability
602,domain-05,2,domain-05-domain-05-zone-04-parking_availability-mc-1
603,domain-05,2,domain-05-domain-05-zone-04-parking_availability-mc-2
604,domain-05,1,domain-05-domain-05-zone-04-rainfall
605,domain-05,2,domain-05-domain-05-zone-04-rainfall-mc-1
606,domain-05,2,domain-05-domain-05-zone-04-rainfall-mc-2
607,domain-05,1,domain-05-domain-05-zone-04-street_light_state
608,domain-05,2,domain-05-domain-05-zone-04-street_light_state-mc-1
609,domain-05,2,domain-05-domain-05-zone-04-street_light_state-mc-2
610,domain-05,1,domain-05-domain-05-zone-04-temperature
611,domain-05,2,domain-05-domain-05-zone-04-temperature-mc-1
612,domain-05,2,domain-05-domain-05-zone-04-temperature-mc-2
613,domain-05,1,domain-05-domain-05-zone-04-traffic_speed
614,domain-05,2,domain-05-domain-05-zone-04-traffic_speed-mc-1
615,domain-05,2,domain-05-domain-05-zone-04-traffic_speed-mc-2
616,domain-06,1,domain-06-domain-06-zone-01-air_quality_co2
617,domain-06,2,domain-06-domain-06-zone-01-air_quality_co2-mc-1
618,domain-06,2,domain-06-domain-06-zone-01-air_quality_co2-mc-2
619,domain-06,1,domain-06-domain-06-zone-01-air_quality_pm25
620,domain-06,2,domain-06-domain-06-zone-01-air_quality_pm25-mc-1
621,domain-06,2,domain-06-domain-06-zone-01-air_quality_pm25-mc-2
622,domain-06,1,domain-06-domain-06-zone-01-bus_arrival
623,domain-06,2,domain-06-domain-06-zone-01-bus_arrival-mc-1
624,domain-06,2,domain-06-domain-06-zone-01-bus_arrival-mc-2
625,domain-06,1,domain-06-domain-06-zone-01-humidity
626,domain-06,2,domain-06-domain-06-zone-01-humidity-mc-1
627,domain-06,2,domain-06-domain-06-zone-01-humidity-mc-2
628,domain-06,1,domain-06-domain-06-zone-01-noise_level
629,domain-06,2,domain-06-domain-06-zone-01-noise_level-mc-1
630,domain-06,2,domain-06-domain-06-zone-01-noise_level-mc-2
631,domain-06,1,domain-06-domain-06-zone-01-parking_availability
632,domain-06,2,domain-06-domain-06-zone-01-parking_availability-mc-1
633,domain-06,2,domain-06-domain-06-zone-01-parking_availability-mc-2
634,domain-06,1,domain-06-domain-06-zone-01-rainfall
635,domain-06,2,domain-06-domain-06-zone-01-rainfall-mc-1
636,domain-06,2,domain-06-domain-06-zone-01-rainfall-mc-2
637,domain-06,1,domain-06-domain-06-zone-01-street_light_state
638,domain-06,2,domain-06-domain-06-zone-01-street_light_state-mc-1
639,domain-06,2,domain-06-domain-06-zone-01-street_light_state-mc-2
640,domain-06,1,domain-06-domain-06-zone-01-temperature
641,domain-06,2,domain-06-domain-06-zone-01-temperature-mc-1
642,domain-06,2,domain-06-domain-06-zone-01-temperature-mc-2
643,domain-06,1,domain-06-domain-06-zone-01-traffic_speed
644,domain-06,2,domain-06-domain-06-zone-01-traffic_speed-mc-1
645,domain-06,2,domain-06-domain-06-zone-01-traffic_speed-mc-2
646,domain-06,1,domain-06-domain-06-zone-02-air_quality_co2
647,domain-06,2,domain-06-domain-06-zone-02-air_quality_co2-mc-1
648,domain-06,2,domain-06-domain-06-zone-02-air_quality_co2-mc-2
649,domain-06,1,domain-06-domain-06-zone-02-air_quality_pm25
650,domain-06,2,domain-06-domain-06-zone-02-air_quality_pm25-mc-1
651,domain-06,2,domain-06-domain-06-zone-02-air_quality_pm25-mc-2
652,domain-06,1,domain-06-domain-06-zone-02-bus_arrival
653,domain-06,2,domain-06-domain-06-zone-02-bus_arrival-mc-1
654,domain-06,2,domain-06-domain-06-zone-02-bus_arrival-mc-2
655,domain-06,1,domain-06-domain-06-zone-02-humidity
656,domain-06,2,domain-06-domain-06-zone-02-humidity-mc-1
657,domain-06,2,domain-06-domain-06-zone-02-humidity-mc-2
658,domain-06,1,domain-06-domain-06-zone-02-noise_level
659,domain-06,2,domain-06-domain-06-zone-02-noise_level-mc-1
660,domain-06,2,domain-06-domain-06-zone-02-noise_level-mc-2
661,domain-06,1,domain-06-domain-06-zone-02-parking_availability
662,domain-06,2,domain-06-domain-06-zone-02-parking_availability-mc-1
663,domain-06,2,domain-06-domain-06-zone-02-parking_availability-mc-2
664,domain-06,1,domain-06-domain-06-zone-02-rainfall
665,domain-06,2,domain-06-domain-06-zone-02-rainfall-mc-1
666,domain-06,2,domain-06-domain-06-zone-02-rainfall-mc-2
667,domain-06,1,domain-06-domain-06-zone-02-street_light_state
668,domain-06,2,domain-06-domain-06-zone-02-street_light_state-mc-1
669,domain-06,2,domain-06-domain-06-zone-02-street_light_state-mc-2
670,domain-06,1,domain-06-domain-06-zone-02-temperature
671,domain-06,2,domain-06-domain-06-zone-02-temperature-mc-1
672,domain-06,2,domain-06-domain-06-zone-02-temperature-mc-2
673,domain-06,1,domain-06-domain-06-zone-02-traffic_speed
674,domain-06,2,domain-06-domain-06-zone-02-traffic_speed-mc-1
675,domain-06,2,domain-06-domain-06-zone-02-traffic_speed-mc-2
676,domain-06,1,domain-06-domain-06-zone-03-air_quality_co2
677,domain-06,2,domain-06-domain-06-zone-03-air_quality_co2-mc-1
678,domain-06,2,domain-06-domain-06-zone-03-air_quality_co2-mc-2
679,domain-06,1,domain-06-domain-06-zone-03-air_quality_pm25
680,domain-06,2,domain-06-domain-06-zone-03-air_quality_pm25-mc-1
681,domain-06,2,domain-06-domain-06-zone-03-air_quality_pm25-mc-2
682,domain-06,1,domain-06-domain-06-zone-03-bus_arrival
683,domain-06,2,domain-06-domain-06-zone-03-bus_arrival-mc-1
684,domain-06,2,domain-06-domain-06-zone-03-bus_arrival-mc-2
685,domain-06,1,domain-06-domain-06-zone-03-humidity
686,domain-06,2,domain-06-domain-06-zone-03-humidity-mc-1
687,domain-06,2,domain-06-domain-06-zone-03-humidity-mc-2
688,domain-06,1,domain-06-domain-06-zone-03-noise_level
689,domain-06,2,domain-06-domain-06-zone-03-noise_level-mc-1
690,domain-06,2,domain-06-domain-06-zone-03-noise_level-mc-2
691,domain-06,1,domain-06-domain-06-zone-03-parking_availability
692,domain-06,2,domain-06-domain-06-zone-03-parking_availability-mc-1
693,domain-06,2,domain-06-domain-06-zone-03-parking_availability-mc-2
694,domain-06,1,domain-06-domain-06-zone-03-rainfall
695,domain-06,2,domain-06-domain-06-zone-03-rainfall-mc-1
696,domain-06,2,domain-06-domain-06-zone-03-rainfall-mc-2
697,domain-06,1,domain-06-domain-06-zone-03-street_light_state
698,domain-06,2,domain-06-domain-06-zone-03-street_light_state-mc-1
699,domain-06,2,domain-06-domain-06-zone-03-street_light_state-mc-2
700,domain-06,1,domain-06-domain-06-zone-03-temperature
701,domain-06,2,domain-06-domain-06-zone-03-temperature-mc-1
702,domain-06,2,domain-06-domain-06-zone-03-temperature-mc-2
703,domain-06,1,domain-06-domain-06-zone-03-traffic_speed
704,domain-06,2,domain-06-domain-06-zone-03-traffic_speed-mc-1
705,domain-06,2,domain-06-domain-06-zone-03-traffic_speed-mc-2
706,domain-06,1,domain-06-domain-06-zone-04-air_quality_co2
707,domain-06,2,domain-06-domain-06-zone-04-air_quality_co2-mc-1
708,domain-06,2,domain-06-domain-06-zone-04-air_quality_co2-mc-2
709,domain-06,1,domain-06-domain-06-zone-04-air_quality_pm25
710,domain-06,2,domain-06-domain-06-zone-04-air_quality_pm25-mc-1
711,domain-06,2,domain-06-domain-06-zone-04-air_quality_pm25-mc-2
712,domain-06,1,domain-06-domain-06-zone-04-bus_arrival
713,domain-06,2,domain-06-domain-06-zone-04-bus_arrival-mc-1
714,domain-06,2,domain-06-domain-06-zone-04-bus_arrival-mc-2
715,domain-06,1,domain-06-domain-06-zone-04-humidity
716,domain-06,2,domain-06-domain-06-zone-04-humidity-mc-1
717,domain-06,2,domain-06-domain-06-zone-04-humidity-mc-2
718,domain-06,1,domain-06-domain-06-zone-04-noise_level
719,domain-06,2,domain-06-domain-06-zone-04-noise_level-mc-1
720,domain-06,2,domain-06-domain-06-zone-04-noise_level-mc-2
721,domain-06,1,domain-06-domain-06-zone-04-parking_availability
722,domain-06,2,domain-06-domain-06-zone-04-parking_availability-mc-1
723,domain-06,2,domain-06-domain-06-zone-04-parking_availability-mc-2
724,domain-06,1,domain-06-domain-06-zone-04-rainfall
725,domain-06,2,domain-06-domain-06-zone-04-rainfall-mc-1
726,domain-06,2,domain-06-domain-06-zone-04-rainfall-mc-2
727,domain-06,1,domain-06-domain-06-zone-04-street_light_state
728,domain-06,2,domain-06-domain-06-zone-04-street_light_state-mc-1
729,domain-06,2,domain-06-domain-06-zone-04-street_light_state-mc-2
730,domain-06,1,domain-06-domain-06-zone-04-temperature
731,domain-06,2,domain-06-domain-06-zone-04-temperature-mc-1
732,domain-06,2,domain-06-domain-06-zone-04-temperature-mc-2
733,domain-06,1,domain-06-domain-06-zone-04-traffic_speed
734,domain-06,2,domain-06-domain-06-zone-04-traffic_speed-mc-1
735,domain-06,2,domain-06-domain-06-zone-04-traffic_speed-mc-2
736,domain-07,1,domain-07-domain-07-zone-01-air_quality_co2
737,domain-07,2,domain-07-domain-07-zone-01-air_quality_co2-mc-1
738,domain-07,2,domain-07-domain-07-zone-01-air_quality_co2-mc-2
739,domain-07,1,domain-07-domain-07-zone-01-air_quality_pm25
740,domain-07,2,domain-07-domain-07-zone-01-air_quality_pm25-mc-1
741,domain-07,2,domain-07-domain-07-zone-01-air_quality_pm25-mc-2
742,domain-07,1,domain-07-domain-07-zone-01-bus_arrival
743,domain-07,2,domain-07-domain-07-zone-01-bus_arrival-mc-1
744,domain-07,2,domain-07-domain-07-zone-01-bus_arrival-mc-2
745,domain-07,1,domain-07-domain-07-zone-01-humidity
746,domain-07,2,domain-07-domain-07-zone-01-humidity-mc-1
747,domain-07,2,domain-07-domain-07-zone-01-humidity-mc-2
748,domain-07,1,domain-07-domain-07-zone-01-noise_level
749,domain-07,2,domain-07-domain-07-zone-01-noise_level-mc-1
750,domain-07,2,domain-07-domain-07-zone-01-noise_level-mc-2
751,domain-07,1,domain-07-domain-07-zone-01-parking_availability
752,domain-07,2,domain-07-domain-07-zone-01-parking_availability-mc-1
753,domain-07,2,domain-07-domain-07-zone-01-parking_availability-mc-2
754,domain-07,1,domain-07-domain-07-zone-01-rainfall
755,domain-07,2,domain-07-domain-07-zone-01-rainfall-mc-1
756,domain-07,2,domain-07-domain-07-zone-01-rainfall-mc-2
757,domain-07,1,domain-07-domain-07-zone-01-street_light_state
758,domain-07,2,domain-07-domain-07-zone-01-street_light_state-mc-1
759,domain-07,2,domain-07-domain-07-zone-01-street_light_state-mc-2
760,domain-07,1,domain-07-domain-07-zone-01-temperature
761,domain-07,2,domain-07-domain-07-zone-01-temperature-mc-1
762,domain-07,2,domain-07-domain-07-zone-01-temperature-mc-2
763,domain-07,1,domain-07-domain-07-zone-01-traffic_speed
764,domain-07,2,domain-07-domain-07-zone-01-traffic_speed-mc-1
765,domain-07,2,domain-07-domain-07-zone-01-traffic_speed-mc-2
766,domain-07,1,domain-07-domain-07-zone-02-air_quality_co2
767,domain-07,2,domain-07-domain-07-zone-02-air_quality_co2-mc-1
768,domain-07,2,domain-07-domain-07-zone-02-air_quality_co2-mc-2
769,domain-07,1,domain-07-domain-07-zone-02-air_quality_pm25
770,domain-07,2,domain-07-domain-07-zone-02-air_quality_pm25-mc-1
771,domain-07,2,domain-07-domain-07-zone-02-air_quality_pm25-mc-2
772,domain-07,1,domain-07-domain-07-zone-02-bus_arrival
773,domain-07,2,domain-07-domain-07-zone-02-bus_arrival-mc-1
774,domain-07,2,domain-07-domain-07-zone-02-bus_arrival-mc-2
775,domain-07,1,domain-07-domain-07-zone-02-humidity
776,domain-07,2,domain-07-domain-07-zone-02-humidity-mc-1
777,domain-07,2,domain-07-domain-07-zone-02-humidity-mc-2
778,domain-07,1,domain-07-domain-07-zone-02-noise_level
779,domain-07,2,domain-07-domain-07-zone-02-noise_level-mc-1
780,domain-07,2,domain-07-domain-07-zone-02-noise_level-mc-2
781,domain-07,1,domain-07-domain-07-zone-02-parking_availability
782,domain-07,2,domain-07-domain-07-zone-02-parking_availability-mc-1
783,domain-07,2,domain-07-domain-07-zone-02-parking_availability-mc-2
784,domain-07,1,domain-07-domain-07-zone-02-rainfall
785,domain-07,2,domain-07-domain-07-zone-02-rainfall-mc-1
786,domain-07,2,domain-07-domain-07-zone-02-rainfall-mc-2
787,domain-07,1,domain-07-domain-07-zone-02-street_light_state
788,domain-07,2,domain-07-domain-07-zone-02-street_light_state-mc-1
789,domain-07,2,domain-07-domain-07-zone-02-street_light_state-mc-2
790,domain-07,1,domain-07-domain-07-zone-02-temperature
791,domain-07,2,domain-07-domain-07-zone-02-temperature-mc-1
792,domain-07,2,domain-07-domain-07-zone-02-temperature-mc-2
793,domain-07,1,domain-07-domain-07-zone-02-traffic_speed
794,domain-07,2,domain-07-domain-07-zone-02-traffic_speed-mc-1
795,domain-07,2,domain-07-domain-07-zone-02-traffic_speed-mc-2
796,domain-07,1,domain-07-domain-07-zone-03-air_quality_co2
797,domain-07,2,domain-07-domain-07-zone-03-air_quality_co2-mc-1
798,domain-07,2,domain-07-domain-07-zone-03-air_quality_co2-mc-2
799,domain-07,1,domain-07-domain-07-zone-03-air_quality_pm25
800,domain-07,2,domain-07-domain-07-zone-03-air_quality_pm25-mc-1
801,domain-07,2,domain-07-domain-07-zone-03-air_quality_pm25-mc-2
802,domain-07,1,domain-07-domain-07-zone-03-bus_arrival
803,domain-07,2,domain-07-domain-07-zone-03-bus_arrival-mc-1
804,domain-07,2,domain-07-domain-07-zone-03-bus_arrival-mc-2
805,domain-07,1,domain-07-domain-07-zone-03-humidity
806,domain-07,2,domain-07-domain-07-zone-03-humidity-mc-1
807,domain-07,2,domain-07-domain-07-zone-03-humidity-mc-2
808,domain-07,1,domain-07-domain-07-zone-03-noise_level
809,domain-07,2,domain-07-domain-07-zone-03-noise_level-mc-1
810,domain-07,2,domain-07-domain-07-zone-03-noise_level-mc-2
811,domain-07,1,domain-07-domain-07-zone-03-parking_availability
812,domain-07,2,domain-07-domain-07-zone-03-parking_availability-mc-1
813,domain-07,2,domain-07-domain-07-zone-03-parking_availability-mc-2
814,domain-07,1,domain-07-domain-07-zone-03-rainfall
815,domain-07,2,domain-07-domain-07-zone-03-rainfall-mc-1
816,domain-07,2,domain-07-domain-07-zone-03-rainfall-mc-2
817,domain-07,1,domain-07-domain-07-zone-03-street_light_state
818,domain-07,2,domain-07-domain-07-zone-03-street_light_state-mc-1
819,domain-07,2,domain-07-domain-07-zone-03-street_light_state-mc-2
820,domain-07,1,domain-07-domain-07-zone-03-temperature
821,domain-07,2,domain-07-domain-07-zone-03-temperature-mc-1
822,domain-07,2,domain-07-domain-07-zone-03-temperature-mc-2
823,domain-07,1,domain-07-domain-07-zone-03-traffic_speed
824,domain-07,2,domain-07-domain-07-zone-03-traffic_speed-mc-1
825,domain-07,2,domain-07-domain-07-zone-03-traffic_speed-mc-2
826,domain-07,1,domain-07-domain-07-zone-04-air_quality_co2
827,domain-07,2,domain-07-domain-07-zone-04-air_quality_co2-mc-1
828,domain-07,2,domain-07-domain-07-zone-04-air_quality_co2-mc-2
829,domain-07,1,domain-07-domain-07-zone-04-air_quality_pm25
830,domain-07,2,domain-07-domain-07-zone-04-air_quality_pm25-mc-1
831,domain-07,2,domain-07-domain-07-zone-04-air_quality_pm25-mc-2
832,domain-07,1,domain-07-domain-07-zone-04-bus_arrival
833,domain-07,2,domain-07-domain-07-zone-04-bus_arrival-mc-1
834,domain-07,2,domain-07-domain-07-zone-04-bus_arrival-mc-2
835,domain-07,1,domain-07-domain-07-zone-04-humidity
836,domain-07,2,domain-07-domain-07-zone-04-humidity-mc-1
837,domain-07,2,domain-07-domain-07-zone-04-humidity-mc-2
838,domain-07,1,domain-07-domain-07-zone-04-noise_level
839,domain-07,2,domain-07-domain-07-zone-04-noise_level-mc-1
840,domain-07,2,domain-07-domain-07-zone-04-noise_level-mc-2
841,domain-07,1,domain-07-domain-07-zone-04-parking_availability
842,domain-07,2,domain-07-domain-07-zone-04-parking_availability-mc-1
